"Country Name","Country Code","Year","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Commercial service exports (current US$)","average_value_Commercial service imports (current US$)","average_value_Computer, communications and other services (% of commercial service exports)","average_value_Computer, communications and other services (% of commercial service imports)","average_value_Export unit value index (2000 = 100)","average_value_Export value index (2000 = 100)","average_value_Export volume index (2000 = 100)","average_value_Food exports (% of merchandise exports)","average_value_Fuel exports (% of merchandise exports)","average_value_High-technology exports (% of manufactured exports)","average_value_High-technology exports (current US$)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_Import value index (2000 = 100)","average_value_Insurance and financial services (% of commercial service exports)","average_value_Insurance and financial services (% of commercial service imports)","average_value_Manufactures exports (% of merchandise exports)","average_value_Manufactures imports (% of merchandise imports)","average_value_Merchandise exports (current US$)","average_value_Merchandise exports by the reporting economy (current US$)","average_value_Merchandise exports by the reporting economy, residual (% of total merchandise exports)","average_value_Merchandise exports to economies in the Arab World (% of total merchandise exports)","average_value_Merchandise exports to high-income economies (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","average_value_Merchandise imports (current US$)","average_value_Merchandise imports by the reporting economy (current US$)","average_value_Merchandise imports by the reporting economy, residual (% of total merchandise imports)","average_value_Merchandise imports from economies in the Arab World (% of total merchandise imports)","average_value_Merchandise imports from high-income economies (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","average_value_Net barter terms of trade index (2000 = 100)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Transport services (% of commercial service exports)","average_value_Transport services (% of commercial service imports)","average_value_Travel services (% of commercial service exports)","average_value_Travel services (% of commercial service imports)"
"IDA only","IDX","2013","","57458834577.0423","69412049357.867","36.2563790881017","22.6422659955491","","","","","","3.76756598372869","","","2.67275775398734","","3.06300030661776","6.77401594890995","","59.3373523348588","184516745726.945","171621059952","5.43191378878986","6.91892418641458","50.2579087520633","17.513159480198","2.23502013160437","1.93802027789028","1.29135489468475","4.32883870667029","17.0037839680991","16.5387456708044","290123748800.068","297794698260","9.19076585510734","8.78758003245319","38.8817346912293","20.3731596087818","4.97394428831226","4.20187262100789","2.15665087441977","8.92921642405602","11.2926556370856","25.7832224867092","","","2.08420137497356","21.2795419141252","55.0996356593287","40.0831966969344","15.4840823962123"
"India","IND","2005","1.2677593168785","51850802483.4048","46699475816.7035","68.9223934840698","35.1764240735045","124.3446319","235.0581534","189.0376367","8.96984978738541","10.4601583493885","","","1.1086732255","7.6368756336","277.294174","4.01940335176618","6.85033197912411","70.6157018314925","47.7069446062425","99616000000","97898456755","0.273233316301831","14.0052415068328","69.5145243518093","11.6473427099428","2.22964751269025","2.52464521803993","3.61478992447883","5.42630468965864","4.76951227707839","24.7859376422302","142870000000","139667000000","29.3155902353455","6.3435971181453","49.8590520072744","12.419031487037","2.08317213944597","1.29714228844323","1.3282137147644","0.937431499208833","2.7603666284806","19.8879262581712","87.81561811","7.5598167974124","4.81607096908002","12.6074053482892","44.725487760103","14.4507978158749","13.2477561872683"
"Iran, Islamic Rep.","IRN","1968","3.46620372499811","","","","","","","","2.9509297283079","89.2544094588038","","","","","","","","3.81606097995888","85.3973551312676","1881000000","1869600000","5.6857081728712","2.64762516046213","75.2299957210098","0.588361146769362","0.0641848523748395","0.791613179289688","0.732777064612751","9.03936670945657","7.86799315361575","18.3515190415062","1384000000","1393000000","7.43718592964824","1.57932519741565","87.7889447236181","0.373295046661881","0.193826274228284","0.875807609475951","0.50251256281407","2.52692031586504","0.301507537688442","4.2713567839196","","0.509224755670673","1.86941535569923","","","",""
"Iraq","IRQ","1992","","","","","","","2.514196962","","","","","","","","4.505379558","","","","","518000000","608881654.3","0.0070621254451442","67.1428886263591","32.2065337829946","0.251885640467062","0.149305025480713","0.0058228959937642","67.1428886263591","0.208705939968078","0.0277959632915154","0.643515465201133","603000000","602684169.5","1.84366519432265","13.1807435246696","36.2534557111939","9.45265677166588","38.6935665148577","","13.1807435246696","0.53971872098094","0.0361935623094212","48.7221355698139","","","","","","",""
"Israel","ISR","2013","0.624645792939921","35887300000","22448900000","71.2399651130065","48.414398923778","159.0242527","212.0964712","133.3736632","3.25059563538587","1.57983966956452","19.0354964436486","11744185000","11.8445672897","8.7570151725","198.6448549","0.0827590819036261","2.6843186080387","92.3856272918218","69.246094542481","66607000000","66583200000","4.05702940080981","0.407159764024559","71.1823703276502","8.56492328395151","6.68892453351596","3.66338655997309","0.407159764024559","3.54939384108904","1.88681228898581","24.76060027154","71102000000","71898300000","20.0848976957731","0.4470203050698","60.8424677634937","9.27643629960653","5.02237187805553","0.959827979242903","0.4470203050698","3.10744482136573","0.259533257392734","19.0726345407332","100.7071701","1.18202715323789","1.44514574910471","12.4305812919891","28.6682198236885","16.2466945131007","20.2330626444948"
"Jamaica","JAM","2003","0.147551134052826","2102900000","1537699000","11.3842788530125","36.0148507607794","95.35533598","91.09254211","95.52956966","23.1489002818713","2.35339242140386","","","0.2813728655","7.8361944376","110.2124515","1.6215702125636","7.38636104985438","6.93088690115385","60.6925388476989","1180000000","1207316173","0.692389134424359","0.0026537373321512","85.2399875869136","8.0008012118297","2.54390214318781","3.21262730239264","0.0002266183507839","0.0268304200046527","0.283235582896478","10.8549959762694","3639000000","3672205651","2.13506057261933","0.21180524020712","78.8473431005022","3.34606856689901","0.613637719169231","14.479025782644","0.193093815376845","0.334840942163781","0.0509295006256173","4.53857054423448","92.10710256","67.4192690897854","0.49624600561871","22.554567502021","40.1846525230231","64.4395834324029","16.4141356663431"
"Cambodia","KHM","1997","","149600000","182200000","20.7887700534759","37.980241492865","","52.97041921","","","","","","","","54.96634345","","4.39077936333699","","","736000000","625820000","0.25566456808667","0.0095874213032501","43.4422038285769","55.3353999552587","0.516122846824966","","","0.421846537343006","0.0287622639097504","0.966731648077722","1064000000","1116440000","0.25885851456415","0.0492637311454265","64.7155243452402","34.2239618788291","0.103005983304074","0.131668517788685","0.0098527462290853","0.532048296370607","0.0250797176740353","0.801655261366486","","","","33.6898395721925","50.6037321624588","45.5213903743316","7.02524698133919"
"Kiribati","KIR","2013","3.06884714821173","12954511.5591452","61540017.7781792","32.6160015673617","24.3593315176055","173.8152396","185.8296214","106.9121567","57.9294843666221","32.4586507967065","","","0.0062772316","5.0013688653","245.5147654","12.7897467290818","3.44360857191981","5.73577169573794","41.3112354826776","7000000","6403116","0","26.7396686238388","26.0487393950071","46.1044122892667","","","25.2415230334731","1.10717969188751","1.49814559036569","27.8468483157263","97000000","98793745","0.581950810752239","0.046417918462348","74.7343184530559","23.6917904063663","0.0782407833613353","0.145330051006772","0.046417918462348","0.365015011830962","0.35693656516412","0.991940329825537","89.89351847","","0.824635147322294","29.6987677007438","50.4521853479865","24.8954840028127","21.7448745624882"
"Kuwait","KWT","1987","1.16588818601397","814603289.095354","3412721268.41268","0.440528634361641","1.57728706624638","60.7839","42.51903684","69.95114963","8.84283187651523","0.235079666696909","","","","","76.7779796","","1.26182965299684","82.5561194206275","75.8601404586604","8264000000","10472839216","10.2271497633336","6.45044949279865","69.5182167284014","5.5323193369075","0.655525047379855","1.35285012302799","4.94957186857284","7.57813138013423","0.186235752242604","20.2546335082651","5493000000","5722423032","5.84976192652248","10.5771938181391","77.7615984589446","4.18235213271803","2.93641969327234","0.871676107716148","5.1854694732822","3.09062484194195","0.122097365602278","16.388639614533","","2.53793256731068","1.94815349472611","90.3083700440525","31.0199789695056","9.25110132158586","66.1409043112511"
"Liberia","LBR","1967","17.1302854828325","","","","","","","","3.31655532684653","0.0138609835088571","","","","","","","","1.22165668289427","73.6208065607955","159000000","166454000","11.4626263111731","0.360459946892234","87.1303783627909","","","","","","1.40699532603602","","125000000","144762000","21.6907752034374","0.2763156076871","76.2748511349664","0.5526312153742","","","0.2763156076871","0.13815780384355","1.06726903469142","0.967104626904851","","75.938022527576","0.607605588882691","","","",""
"Libya","LBY","1979","0","117209535.239569","1695653795.10845","8.93371757925105","14.243027888446","","","","","99.5684979390095","","","","","","0","5.6573705179283","0.431501830834262","80.2724980800838","16076000000","16084800000","2.74109718491992","0.15356112603203","94.2187655426241","0.0018651148910773","2.40164627474386","0.246816870585895","0.151696011140953","0.0783348254252462","0.159778175668955","2.88844126131503","5311000000","5311100000","5.81800380335524","1.3368228803826","88.486377586564","0.674059987573196","1.94874884675491","0.52719775564384","1.3161115399823","1.07134115343338","0.158159326693152","4.37950707009847","","","0.861535686558239","83.5734870317","57.9880478087651","7.49279538904896","22.1115537848606"
"Lower middle income","LMC","1980","","17796802672.9671","37877889075.0593","","27.0452047170232","","","","","","","","","","","","5.31638696366472","","50.9709462193799","129586534725.03","79520315687.6","6.74743050597734","3.07273870731743","83.3440544816153","2.17752415803766","0.191280679263851","1.9420436865806","1.77553560760583","1.40853188309797","2.41359899782147","5.58974123390248","128890572433.493","96530874339.5","7.46611597036007","11.0145220197011","77.0786874510604","3.5027104972828","0.544479566448266","3.47830423069164","4.71035747576259","1.20884917442103","2.01049563397318","10.098808739548","","","3.80778469976","","56.6247709998994","","11.0197749689295"
"Lower middle income","LMC","1974","9.3146236979422","","","","","","","","21.5077210338792","43.2037443529761","","","","","","","","17.97167447711","57.6632114692695","57514612359.0652","43777286000","10.0899105531576","3.02025118688262","79.7328482172239","1.64609793306967","0.358848193558641","1.99982246501074","2.41299791860098","1.16729027011862","2.59218444925983","5.13062641663076","48355721747.4155","43010867272.7","7.87138468212713","6.52061041487513","76.9803582832954","3.01980721404659","0.444081003291754","3.233032396001","4.48960108474968","1.64196938473468","2.31976595175375","9.62846260798845","","7.85773837379079","3.9854966723928","","","",""
"Morocco","MAR","2004","1.66718702582645","7608896251.32248","2805291705.90203","33.7302343101583","27.594019735945","127.2394425","133.5476406","104.957738","19.0289972033793","4.49350581169632","","","6.9024821739","7.2326559872","154.525404","1.24534502437928","2.91094831576299","66.4529922159212","66.4248799033244","9925000000","9678295764","1.20941140727883","3.34748783153637","83.0898792007613","0.820596848211799","1.71598110917165","3.5273978014793","2.69645950447935","4.34295557037494","2.59731855824281","13.0042498874805","17822000000","17480936792","0.335708850722787","8.96486831710981","73.0534337544443","5.1570469176032","9.67974651549784","4.75531871598795","4.40339786224885","0.803347364451703","1.81200001904337","22.2074595325841","104.676179","8.19270869376801","2.86494309496651","13.473055508153","49.0172856362237","51.5513651573094","20.4777463120683"
"Maldives","MDV","2005","0.0072517301392305","316734505.402969","210170530.056659","2.36989900948753","18.1273919407431","113.1487197","148.6660534","131.3899563","98.3645007411195","0","","","0.174185569","11.2091560761","191.6840372","0.175314021847269","3.6149781662266","0.592924406882738","63.0433081161413","162000000","97841060","0.0136547989157108","0.049147055438688","58.8663471143914","23.5609610116652","0.0218435900019889","","","17.5371934850256","","23.5828046016672","745000000","740748364","0.0086546259317827","18.3751216492731","65.9997901797593","15.8137512943599","0.368638951189098","0.117778052898946","0.0724147397509473","17.4589196932739","0.160052462836084","16.532635501035","92.84719356","1.0353240813359","2.34134288671901","6.95582321183759","44.9802697040063","90.4989637568276","33.2773601890239"
"Mexico","MEX","1985","0.851795267684369","5705000000","5344000000","28.8869412795793","24.2140718562874","120","16.08329777","13.40274814","8.09494072721613","60.0866137311032","","","","","10.46293965","9.27256792287467","8.49550898203593","27.0962344933663","74.8442078650149","26757000000","22105600000","2.42155833815866","0.119426751592357","91.6527938621888","0.481325998841922","0.0348328025477707","4.88925883034163","0.10630790387956","0.163307035321367","0.250615228720324","1.03638896931094","19116000000","14788400000","4.33244975791837","0.156879716534581","90.5223012631522","0.641042979632685","0.0040572340483081","4.05452922560926","0.162289361932325","0.121040815774526","0.162289361932325","1.09071975332017","173.9130435","3.84921639536098","4.17068232607481","10.1314636283961","25.0187125748503","51.7090271691499","42.2717065868263"
"Mexico","MEX","1967","12.3666841517609","","","","","","","","46.5857901501348","3.84978375173073","","","","","","","","18.8245881576656","83.1996345187794","1145000000","1142900000","14.5944527080235","0.139994750196868","78.2658150319363","0.253740484731823","0.236241140957214","5.78353311750809","0.113745734534955","0.68247440720973","0.0699973750984338","1.35619914253216","1748000000","1748000000","1.36155606407323","","96.4931350114416","0.280320366132723","","1.64759725400458","","0.183066361556064","0.034324942791762","0.497711670480549","","18.2356966672414","3.70733678853477","","","",""
"Mali","MLI","2005","24.4721862933271","253512940.667891","584736735.643119","24.6859108585102","18.3056122945238","129.3877404","202.0036697","156.1227278","5.95548930665666","0.558612748270356","","","0.1779729719","2.2225131239","191.5135236","2.94645527968891","6.79570729176798","4.27175268158967","58.2358542940149","1101000000","1082315657","0.0066037111759162","1.22591925139266","39.0526141118182","11.9693624648359","0.185023286602977","0.225465462336927","0.366342478218441","2.91460423731078","45.2799842477009","15.660797929305","1544000000","1544991849","1.51272332052284","2.58477739062816","32.4311355638744","7.69635380775397","3.16816668202371","3.06769586070483","1.15796889230061","2.74144300679738","48.2245128660222","17.8316282495805","102.454533","0.0401062590165369","0.413112100487133","13.8423571642238","61.7449664429531","58.5252766975771","13.1537139707551"
"Malta","MLT","2007","0.19671469083436","6593183317.89456","5198071323.61188","41.721709240242","46.6967295086134","146.3809278","125.4615507","85.70894622","7.20264093415261","2.27499377614329","53.0406692485423","1491753348","46.2160235763","23.1955418986","139.4500635","37.0942881162173","42.1168770411515","89.0490455321602","72.6245113440836","3437000000","3442673288","11.0817861610573","4.30127890776489","80.5563304733783","2.01168409565328","0.547299828469811","0.86212145379739","3.24292489180286","0.159502413985675","1.53835068185535","8.36188336556437","4801000000","4810449900","0.066614663214765","0.90092907941937","91.2011700402493","4.94670020365455","1.7446575423226","0.644152556292084","0.589345312587083","0.665854684402804","0.141504997276866","8.73221529653599","106.1634844","0.488217525161742","0.795027105589267","6.55157882657329","6.61885524600595","14.6324238169673","4.56753820422908"
"Myanmar","MMR","1974","31.4062912994952","","","","","","","","52.6573962574774","1.08209100686554","","","","","","","","7.21309860628413","70.7036988906914","189000000","192399000","4.14295292595076","3.00469337158717","48.4134532923768","22.6170614192381","","","0.518193961507076","22.3634218473069","1.94491655362034","24.8265323624343","177000000","178405000","9.40500546509347","0.608166811468288","71.7289313640313","14.5758246685911","0.0011210448137664","0.0005605224068832","0.608166811468288","3.66077183935428","0.0196182842409125","4.29023850228413","","7.64085659518468","0.942573135772204","","","",""
"Middle East & North Africa (excluding high income)","MNA","1978","","11828568912.2237","","37.5295867340494","34.228580962443","","","","","","","","","","","1.31066975335007","4.73801592761832","","","42503240957.3414","21875900000","7.9212283837465","2.91302300705342","85.9432983328686","0.739718137310922","1.61959050827623","0.910179695463958","1.93701744842498","0.456118376843924","0.472849117064898","4.19845583495993","50557423597.8277","43556540000","9.83921128721427","3.07480805408327","81.8636650202243","1.22564831825485","1.283412318793","1.70098451346227","2.36081653868742","1.25152273344026","0.474739269923644","5.93630715387402","","","","33.2646827086815","42.6320246677386","27.895060803919","18.4013784422001"
"Mozambique","MOZ","2003","5.15648696998407","","","","","97.27210468","287.0879121","295.1389949","17.0128813032802","13.0197593239368","","","0.1759282443","4.2321187487","151.3816926","","","9.06901714020797","49.4544148956255","1045000000","1044591101","7.48115391038546","0.0467463296913536","66.0814959402952","1.18644300034105","","0.0024434441357547","","0.477305712754679","24.7711579920879","1.66619215723148","1753000000","1812934672","15.969135869668","1.64093066669531","35.7316607710617","3.95612716264494","0.0791534864528202","0.952378498059857","","4.82455338026653","38.4869908318461","9.81221252742415","93.48511865","54.8763997123292","0.355888879281979","","","",""
"Mauritania","MRT","2000","0.0008999237477252","","","","","100","100","100","20.7729492034438","","","","","3.3832675481","100","","","0.000506699367844","40.9187368091706","355000000","335572852","0.455860177866832","0.714811995578236","80.3075080102129","1.59386373722508","2.94638375573957","0.372076582643223","0.714811995578236","1.83700319118783","11.7724925495463","7.46413926237394","454000000","354438904","22.2385458002658","4.3682583444621","66.7784205765403","4.3383234251283","0.5321244306748","0.538269918586589","3.6981329792172","0.0636747257293178","1.81250814385771","9.17052547933621","100","45.7235524326876","0.274131131534236","","","",""
"Malawi","MWI","1971","5.65828344187816","","","","","","","","91.3345553545405","0.0566802775003726","","","","","","","","2.23341799862664","74.3689404524873","71000000","72075000","0.822754075615678","0.1193201526188","69.3527575442248","0.661810613943809","","","0.047173083593479","0.0527228581338883","29.0627818244884","0.761706555671176","108000000","109042000","0.692393756534179","1.44439757157792","58.7535078226738","0.242108545331157","0.0045853891161204","0.023844023403826","6.95144990003852","2.55406173767906","30.7780488252233","9.77604959556868","","0.220717208959321","1.28207268426462","","","",""
"New Caledonia","NCL","2009","0.0875200555120979","346098920.214892","1039908236.92542","24.9444556971888","50.0861875279928","269.455995","163.979984","60.855942","1.31280693019801","0.0040061643914139","8.55920820089714","141296676","5.3694554457","4.4347390816","279.0802051","0.543836133966777","3.30518993444356","79.2588233673799","69.1034140478018","993000000","2079855549","0.722159094520847","0.0447856102529744","82.1116950559916","14.9942470355666","0.190025119864707","0.309575345417414","0.0315223814613098","0.522748995968854","1.11802697120866","17.1661458494875","2574000000","2521857080","0.616686969429687","0.266415018253136","84.055365064542","13.6014796286552","0.347022520403892","0.436139109041025","0.211695105259494","0.514886910244731","0.216724692423886","15.3279479660283","192.1200474","16.7654022156353","0.812188804038247","33.9133557538867","30.3092503561359","40.5983524149577","16.2993721814278"
"Nicaragua","NIC","2019","0.857058221376998","1266500000","808000000","54.0544808527438","16.3366336633663","132.5525839","598.7455144","451.7041439","45.6109144623258","0.302230563340018","1.06257050637448","24126468","0.0597156525","2.5494959866","387.7606994","0.505329648637979","12.450495049505","43.0640654516414","69.8632619527105","5273000000","5342916596","2.3588521313313","0.274231119590548","72.8511648097604","0.81142601088808","0.455579430497253","22.8463596252626","0.0812275453307488","0.0653262864446181","0.530064160484979","1.94362343364568","6986000000","7004733644","0.571288303507119","0.181571643497027","39.0915250766957","14.4242262925365","1.20189927667148","42.7177670854489","0.0329393252800748","1.87660931422562","0.0837453256345403","17.6194195343482","239.253517","0.697279499253811","0.574418538730634","4.75325700750099","48.7747524752475","40.6869324911172","22.4381188118812"
"Netherlands","NLD","2003","3.15068850576802","63883858591.8894","63095632709.6243","58.4042912653094","53.4454297108277","115.4063747","127.2875068","110.2950397","14.3445221851462","5.65504410523909","","","16.1002255124","18.1364999567","121.5757413","1.75208586113578","3.00876292289156","60.4038814180323","64.568280343382","296012000000","295978000000","0.850570150146305","1.69017236551365","92.1866411365034","1.35386107007953","2.42088421200224","0.817106113630067","0.823203245849354","0.328378968031408","1.21935510375771","6.96278871335032","264704000000","264724000000","0.429963779256886","2.457629224022","78.4901875224762","10.8787867208867","3.32675901731615","3.1019648909808","1.29190741980327","0.76189006285792","1.71854058642208","21.0798486982669","99.38276874","1.98321794163608","2.4282181832321","25.4879167451271","19.3300569064192","14.3557061284277","24.2157504598615"
"Nauru","NRU","1992","","","","","","","188.1396429","","","","","","","","166.6666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
