"Country Name","Country Code","Year","average_value_Air transport, freight (million ton-km)","average_value_Air transport, passengers carried","average_value_Air transport, registered carrier departures worldwide","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Container port traffic (TEU: 20 foot equivalent units)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Fixed broadband subscriptions","average_value_Fixed broadband subscriptions (per 100 people)","average_value_Fixed telephone subscriptions","average_value_Fixed telephone subscriptions (per 100 people)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_ICT service exports (% of service exports, BoP)","average_value_ICT service exports (BoP, current US$)","average_value_Individuals using the Internet (% of population)","average_value_Industrial design applications, nonresident, by count","average_value_Industrial design applications, resident, by count","average_value_Investment in ICT with private participation (current US$)","average_value_Investment in energy with private participation (current US$)","average_value_Investment in transport with private participation (current US$)","average_value_Investment in water and sanitation with private participation (current US$)","average_value_Liner shipping connectivity index (maximum value in 2004 = 100)","average_value_Mobile cellular subscriptions","average_value_Mobile cellular subscriptions (per 100 people)","average_value_Public private partnerships investment in ICT (current US$)","average_value_Public private partnerships investment in energy (current US$)","average_value_Public private partnerships investment in transport (current US$)","average_value_Public private partnerships investment in water and sanitation (current US$)","average_value_Rail lines (total route-km)","average_value_Railways, goods transported (million ton-km)","average_value_Railways, passengers carried (million passenger-km)","average_value_Renewable internal freshwater resources per capita (cubic meters)","average_value_Renewable internal freshwater resources, total (billion cubic meters)","average_value_Secure Internet servers","average_value_Secure Internet servers (per 1 million people)","average_value_Trademark applications, nonresident, by count","average_value_Trademark applications, resident, by count"
"OECD members","OED","2002","84433.345","1247264642","16063702","","","","","","124553990","7739.76039266072","6.58393179505334","37.6727346723871","13.2871694751241","17.4727701333304","22.9445096205299","5.6744405556454","57881479","4.80143622434021","598406216","49.1833011938531","11.8555327978048","12.274579320249","5.8512385849916","69894091875.3737","40.2083059673035","70387","184664","","","","","","696373330","57.2352664738182","","","","","","10746","7428.5","10466.2338159078","12756.83","","","",""
"Pacific island small states","PSS","2019","112.932789735584","2609710.5531334","64745","","","","","","590250.14","","","","","","","","","","","","5.47514505552486","","","","","","","","","","","","","","","","","","","","","","","","203.940649240623","",""
"Post-demographic dividend","PST","2020","","","","","","","","","","","","","","","","","405828610","36.6788459855992","408482739","36.9187265321626","","","","","","","","","","","","","980504899","126.445766984719","","","","","","","","","","","70111.631067969","",""
"Romania","ROU","2004","4.881","1337781","30524","","","","","","373702","2295.57050548981","10.7488628117312","38.5369652560222","29.2270659657693","18.5171418963168","9.81964282553674","3.89210428503159","104265","0.483203057","4388000","20.3356353","2.8011776068","7.032838373","11.7316942811331","439000000","15","2026","812","","","","","12.02","10215388","47.34193365","","","","","10844","18426","8638","","","","","18344","29937"
"Senegal","SEN","1975","11.6000003815","110000","4200","","","","","","","83.1668981140587","14.4050104384134","0","0","0","0","91.8580375782881","","","14432","0.292747481","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Singapore","SGP","2002","6772.231","17256872","72444","0.989566201","46.4184432664","52.5919905327","338.24525","2.0294715","16986010","7756.31892144302","6.56012000923148","0","0","43.5004615739672","0","53.7704823447958","270000","6.578275756","1927200","46.95427051","51.4033038617","38.9011018032","2.73468398739995","762654360.345251","47","1448","241","","","","","","3313000","80.71787992","","","","","","","","143.679881224632","0.6","","","",""
"Sub-Saharan Africa (excluding high income)","SSA","1992","957.0000094996","13273000","296300","","","","","","","499.556168234665","10.3233548612323","64.0989353430949","17.010260470213","2.67668562181786","3.65120517777123","2.37084608388655","","","5405997","1.00450686597801","","","","","0.0027930911629068","","","","","","","","17406","0.0034753592914028","","","","","","","","8150.86264865242","3728.961","","","",""
"Suriname","SUR","1983","3.7999999523","106000","2600","","","","","","","","","","","","","","","","21117","5.828981219","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Turks and Caicos Islands","TCA","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","902.675201050386","",""
"Chad","TCD","1989","18","91100","1700","","","","","","","","","","","","","","","","3639","0.063024773","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Europe & Central Asia (IDA & IBRD countries)","TEC","1999","1477.2189867083","40019000","660600","","","","","","","3246.09782811152","13.2910042634318","29.6419017941332","19.2890346099548","31.9361749835409","13.2946310315318","5.26862597053843","","","87737102","20.6244399522137","","","4.41935900673453","1528064323.39008","1.53355435545425","","","","","","","","16428011","3.86174740977017","","","","","","5052","789","","","","","",""
"Thailand","THA","2002","1823.591","18111892","97750","","","","","","3799090","1617.56621090297","7.26151926834414","17.2795905075541","6.85331107299129","72.6445469806353","0","2.5914340491501","","","6557023","10.23430067","25.8891693376","22.2919167986","0.841557355891952","129521019.048188","7.531250335","822","2415","","","","","","17449890","27.23605223","","","","","","3894","10378","3504.02962626613","224.5","","","",""
"Turkmenistan","TKM","2008","10.513","1823157","15665","","","","","","","2316.56085733417","13.8031914893617","0","0","100","0","0","75","0.001519521","477670","9.677725873","","","","","1.75","","","","","","","","1135150","22.99845191","","","","","3095.1","11547","1685","","","","","",""
"South Asia (IDA & IBRD)","TSA","1988","1209.9999761581","20656900","268700","","","","","","","218.326737850944","19.0011658865088","56.7939752744482","27.0371639455197","6.59273973924079","2.09344228029347","6.5613605187653","","","5179389","0.477679518380903","","","","","","224","1396","","","","","","0","0","","","","","","","","","","","","",""
"Tunisia","TUN","2020","","","","","","","","","","","","","","","","","1334551","11.2919369","1533273","12.97336855","","","","","","","","","40000000","","","","14852857","125.6733718","","40000000","","","","","","","","3882","328.464800199143","",""
"Tunisia","TUN","1987","18.7000007629","1203300","13000","","","","62.2169249106079","2.61","","552.804518738671","10.8458961474037","0","2.47068676716918","63.0025125628141","0","34.5268006700167","","","227663","2.956379754","","","0.389105058365758","4827055.64690088","","","","","","","","","224","0.002908813","","","","","","","","544.753337117389","4.195","","","",""
"United States","USA","1990","14791.400390625","464574016","6848600","","","","","","","11713.3317042099","9.26323204008476","53.0673504822167","8.52850291290812","11.9166807428345","19.0953702261106","4.07919538230924","","","136114201","53.98779715","","","2.73907750574868","4050000000","0.784728502","3281","8007","","","","","","5283055","2.095449994","","","","","","","","","","","","",""
"Uzbekistan","UZB","1999","69.4000015259","1657600","30800","","","","","","","1745.95307188118","9.07167416027506","4.08622057656705","12.5451820506039","72.6791854006877","0","10.6894119721414","","","1599380","6.551601883","","","","","0.030688343","","","","","","","","40389","0.165447016","","","","","3645","13883","1898","","","","","",""
"Uzbekistan","UZB","2007","66.287","1940378","22265","90.32466353","6.7333884865","2.9419479812","302.624779001836","49.4488888889","","1664.06133690636","8.83350357507661","4.08580183861083","13.0745658835546","78.6639427987743","0","4.17568947906027","19180","0.070502495","1822146","6.697906109","","","","","7.490604681","20","53","","","","","","5691458","20.92085448","","","","","4230","21594","2264","608.158404049427","16.34","","","9079","2974"
"St. Vincent and the Grenadines","VCT","1997","","","","71.45011707","","","9.9","0.0099","","","","","","","","","","","20498","18.9981","","","10.4449168071539","10555555.5555556","0.926371957","","","","","","","","346","0.320682145","","","","","","","","926.827007739006","0.1","","","",""
"St. Vincent and the Grenadines","VCT","1970","","","","","","","","","","","","","","","","","","","1600","1.76778","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"St. Vincent and the Grenadines","VCT","1971","","","","","","","","","","","","","","","","","","","1600","1.76778","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guinea","GIN","1967","","","","","","","","","","","","","","","","","","","2054","0.0587838","","","","","","","","","","","","","","","","","","","","","","57345.181964382","226","","","",""
"Niger","NER","1964","","","","","","","","","","","","","","","","","","","758","0.022368","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uganda","UGA","1995","1.1000000238","94600","900","","","","","","","","","","","","","","","","38972","0.190916131","","","","","0.002863471","","","","","","","","1747","0.008558208","","","","","1241","227","","","","","","",""
"Uganda","UGA","1967","","","","","","","","","","","","","","","","","","","10000","0.125218","","","","","","","","","","","","","","","","","","","","","","4561.16664818809","39","","","",""
"Africa Eastern and Southern","AFE","1969","","","","","","","","","","","","","","","","","","","1002264","0.793198742032217","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Afghanistan","AFG","2007","","","","98.1696273","0.9983851096","0.8319875914","43.0159066808059","20.282","","","","","","","","","500","0.001844982","","","","","","","1.9","","","","","","","","4668096","17.22510581","","","","","","","","1739.81760217194","47.15","","","",""
"Albania","ALB","1993","","","","","","","","","","536.363825095196","46.8971379994333","0","93.9076225559649","0","0","6.09237744403514","","","43000","1.345769074","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Andorra","AND","2010","","","","","","","","","","","","","","","","","24502","29.01396109","38171","45.20006158","24.9930967599","7.0943103819","","","81","","","","","","","","65495","77.5556845","","","","","","","","","","58","686.764392450328","1872","1025"
"Arab World","ARB","1972","355.100004606","5625600","159800","","","","","","","211.769969191397","9.26183359977758","2.29708352846147","30.1380118193638","24.3608122545396","0","42.4477582353983","","","904692","0.802601556837933","","","","","","","","","","","","","","","","","","","","","","917.915498570757","108.781","","","",""
"Bulgaria","BGR","1993","27.1000003815","915800","17300","","","","","","","3807.696906382","15.3880569518646","45.7878253546333","5.11092981024818","8.0006316288128","36.7739558386188","4.32665736768692","","","2410427","28.10653358","","","","","0.002339042","","","21000000","","","","","1000","0.011660396","21000000","","","","","","","","","","","",""
"Brazil","BRA","2018","1845.64776","102109977","832683","","","","","","10340130","","","","","","","","31233004","14.91053848","38311924","18.28999275","0.3518526042","8.8073816557","","","70.43428254","2415","3696","136000000","4953540000","1041400000","1400000","35.5239460032","209410048","99.9717023","","4947340000","1041400000","1400000","","","","","","426560","2036.38413491771","28356","176063"
"Brunei Darussalam","BRN","2002","161.477","1035795","11953","5.760869565","","","1.08235294117647","0.092","","7373.61474376905","5.33135875601629","0","0","99.0744168826361","0","0.925583117363939","2757","0.795023963","81280","23.43835609","0.1133969457","4.4105807277","0.695290077255326","2966927.70871198","15.32987986","4","1","","","","","","153647","44.30650957","","","","","","","","24511.4295354075","8.5","","","",""
"Botswana","BWA","2005","0.315","229987","8181","","","","","","","1464.63992369421","29.9429657794677","99.4296577946768","0","0","0","0.570342205323194","1600","0.088934443","136463","7.585163067","0.1738267296","4.7491815379","1.1846804722754","9850771.80492245","3.262554036","","","","","","","","563782","31.33727387","","","","","","674","94","","","","","",""
"Germany","DEU","2018","7969.86364","109796202.17431","922648.643490196","","","","","","19706500","","","","","","","","34152033","41.08544014","42500000","51.12817752","4.9630002219","8.5522750071","","","87.03711209","5661","38815","","","","","87.4105271977","107500000","129.3242137","","","","","33440","129991","98000","","","4676435","56406.6207107244","24198","195623"
"Germany","DEU","1963","","","","","","","","","","1916.92752796775","6.48692832352902","85.7424256636338","7.4999665000603","0.436169214895413","0.0375199324641216","6.28391868894636","","","3220990","4.38742","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Germany","DEU","1972","656.5999755859","7919100","166100","","","","","","","4335.76962474748","5.55884827440652","72.3798069278162","3.81605234170134","8.02530350033682","2.75296995209335","12.2114253167997","","","8587000","10.9279","","","","","","","","","","","","","","","","","","","","","","1359.79292107564","107","","","",""
"Djibouti","DJI","1992","","","","39.08629442","60.9137055838","0","4.37777776666667","0.0131333333","","","","","","","","","","","6789","1.10380552","","","2.42328814470602","3550508.94379392","0","","","","","","","","0","0","","","","","","","","487.765222339647","0.3","","","",""
"Dominica","DMA","1986","","","","","","","","","","","","","","","","","","","6000","8.272096839","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Ethiopia","ETH","1982","24.5","335300","13700","","","","","","","19.6782040589756","8.7719298245614","0","72.6817042606516","0","0","27.3182957393484","","","74562","0.201544804","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Fragile and conflict affected situations","FCS","1993","718.2999921811","16217900","309400","","","","","","","394.685617005741","17.7875248796824","2.63897781416827","38.464305155431","20.0755848641859","0","31.1702813462318","","","6629309","1.38812832833053","","","","","0.0018270773560246","","","","","","","","197815","0.0450854302001191","","","","","","","","","","","","",""
"Fragile and conflict affected situations","FCS","1966","","","","","","","","","","","","","","","","","","","432966","0.255309536212264","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Finland","FIN","2012","690.866320824715","10731828.4925915","138914.132653061","2.600587606","21.1947889896","76.2046234043","6.13271028037383","6.562","1474426","15689.2233076239","4.13855789578333","10.7838263907628","23.9437019783841","9.55248469699337","32.6468875601824","0.443112581840906","1647600","30.42788521","889500","16.42729054","3.9784660544","6.9093218734","24.9339546689849","6125093383.47683","89.87999797","112","280","","","","","15.4067380059","9320000","172.1218076","","","","","5944","9275","4035","19763.6817781255","107","11939","2205.22053036487","4119","9880"
