"Country Name","Country Code","Year","average_value_Air transport, freight (million ton-km)","average_value_Air transport, passengers carried","average_value_Air transport, registered carrier departures worldwide","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Container port traffic (TEU: 20 foot equivalent units)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Fixed broadband subscriptions","average_value_Fixed broadband subscriptions (per 100 people)","average_value_Fixed telephone subscriptions","average_value_Fixed telephone subscriptions (per 100 people)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_ICT service exports (% of service exports, BoP)","average_value_ICT service exports (BoP, current US$)","average_value_Individuals using the Internet (% of population)","average_value_Industrial design applications, nonresident, by count","average_value_Industrial design applications, resident, by count","average_value_Investment in ICT with private participation (current US$)","average_value_Investment in energy with private participation (current US$)","average_value_Investment in transport with private participation (current US$)","average_value_Investment in water and sanitation with private participation (current US$)","average_value_Liner shipping connectivity index (maximum value in 2004 = 100)","average_value_Mobile cellular subscriptions","average_value_Mobile cellular subscriptions (per 100 people)","average_value_Public private partnerships investment in ICT (current US$)","average_value_Public private partnerships investment in energy (current US$)","average_value_Public private partnerships investment in transport (current US$)","average_value_Public private partnerships investment in water and sanitation (current US$)","average_value_Rail lines (total route-km)","average_value_Railways, goods transported (million ton-km)","average_value_Railways, passengers carried (million passenger-km)","average_value_Renewable internal freshwater resources per capita (cubic meters)","average_value_Renewable internal freshwater resources, total (billion cubic meters)","average_value_Secure Internet servers","average_value_Secure Internet servers (per 1 million people)","average_value_Trademark applications, nonresident, by count","average_value_Trademark applications, resident, by count"
"Bermuda","BMU","1975","","","","","","","","","","","","","","","","","","","17500","31.58844765","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Bermuda","BMU","1988","","","","","","","","","","","","","","","","","","","34588","56.85169053","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brunei Darussalam","BRN","1978","","","","","","","","","","1318.97726833737","4.4","0","0","98.4","0","1.6","","","8200","4.525261444","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Bhutan","BTN","2009","0.448","49056","2706","","","","","","","","","","","","","","3378","0.497992844","26348","3.884285215","2.581139123","5.3818326685","1.54060390469976","867615.670058913","7.17","","","","201000000","","","","338938","49.9670511","","201000000","","","","","","","","","","",""
"Central African Republic","CAF","2013","","","","","","","","","","","","","","","","","","","800","0.017985838","0.0206390409","5.2567947912","","","3.4","","","","","","","","1360300","30.58266921","","","","","","","","","","0","0","",""
"Central Europe and the Baltics","CEB","1992","108.6999995261","6010600","116900","","","","","","","3217.34013248068","10.7174456626274","59.1695838943387","7.53273065333077","8.17028915817144","17.2917868820927","4.85888311854844","","","16055547","14.4830034832763","","","","","0.0233776607654713","","","","","","","","45287","0.04085141269705","","","","","","","","2375.55697291218","224.46","","","",""
"China","CHN","1991","1009.5","19520000","190300","","","","","","","548.953753106589","7.19424460431655","73.5079136690647","18.4600627190555","0.358457849105331","0","7.66249769415237","","","8450600","0.708409694","","","3.16664278549936","221000000","0","469","4866","","","2378800000","","","47544","0.00398559","","","2378800000","","","","","","","","","",""
"China","CHN","1993","1547","31312500","261600","","","","","","","662.63704558569","7.38431224273884","73.5037851905835","18.108203850434","0.372614948252562","0.191317022086143","7.80702267059002","","","17332000","1.422034581","","","4.2079871348164","471000000","0.00016868","1342","8817","","2197000000","1172000000","","","638000","0.052345838","","1529700000","1172000000","","","","","","","","","",""
"Cote d'Ivoire","CIV","1983","19.1000003815","388500","10400","","","","","","","177.912594287114","16.0041300980898","0","50.3871966959215","0","0","49.6128033040785","","","50970","0.557357951","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Congo, Dem. Rep.","COD","2008","","","","","","","","","","101.206407189926","11.1802887799709","0","98.7150615975626","1.05974301231951","0","0.225195390117896","","","37320","0.061776629","","","12.2434194638976","101400000","0.44","","","","","","","4.7630597226","9937622","16.44996759","","","","","3641","275","89.075046","","","","","",""
"Congo, Dem. Rep.","COD","1970","13.6999998093","305000","8300","","","","","","","","","","","","","","","","22300","0.111438508","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Congo, Rep.","COG","1969","","","","","","","","","","","","","","","","","","","3900","0.337548","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comoros","COM","1982","","","","","","","","","","","","","","","","","","","1100","0.336446997","","","","","","","","","","","","","0","0","","","","","","","","3670.35333268083","1.2","","","",""
"Czech Republic","CZE","1972","15.3999996185","1364400","39900","","","","","","","3595.79684366016","5.39427474165593","85.1107910760757","3.1936127744511","1.48310972990727","0","10.2124864195659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Djibouti","DJI","2018","","","","","","","","","859000","","","","","","","","25508","2.660067597","36855","3.843374286","","","","","58","","","","","","","34.5294581819","395037","41.19590415","","","","","","","","","","36","37.5421175631411","",""
"East Asia & Pacific","EAS","1974","1698.100014806","55002800","804900","","","","","","","545.772065286916","6.52901538869857","24.0118823953564","21.6395576437914","2.36829558446248","2.40516856824902","48.6844260995506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","EAS","1961","","","","","","","","","","","10.8683094696737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Egypt, Arab Rep.","EGY","1973","13.8999996185","656300","14800","","","","","","","197.362620695902","10.1653096471749","0","63.607204539847","0","0","36.392795460153","","","290500","0.841691","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","ESP","2018","1118.73285","80706703","641097","","","","","","17154760","","","","","","","","15176954","32.50380176","19762671","42.32482621","1.4506460192","4.9573664637","","","86.10723553","636","18219","","","","","86.4022841009","54161014","115.9942148","","","","","15618","10792","28434","","","528944","11302.764658321","10103","72710"
"Estonia","EST","1982","","","","","","","","","","","","","","","","","","","240000","16.07887223","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Finland","FIN","2018","957.63859","13364839","125804","","","","","","1599990","","","","","","","","1737000","31.45271337","323000","5.848719873","2.5986165124","7.334327851","","","88.88996","105","157","","","","","15.1613680192","7150000","129.4685668","","","","","5926","11175","4534","","","187523","33999.120663944","3861","5556"
"Guam","GUM","1967","","","","","","","","","","","","","","","","","","","4992","6.67112","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guyana","GUY","2002","","","","96.47792802","2.6421753828","0.8798965997","0.667751037344398","1.60928","","","","","","","","","","","80441","10.8005086","0.043997582","3.6414120981","17.4695298897272","30100000","","","","","","","","","79400","10.66073747","","","","","","","","323581.578138238","241","","","",""
"Heavily indebted poor countries (HIPC)","HPC","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"India","IND","1963","","","","","","","","","","","","","","","","","","","332399","0.0737767","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ireland","IRL","2004","124.11","34748853","261345","","","","","","924885","6168.3989875836","8.07455879436843","24.7035494745191","2.49851279000595","51.1362284354551","0","12.7344834423954","152100","3.748031729","2015000","49.65341179","22.5119040404","24.3250499559","","","36.99","","","","","","","8.78","3860000","95.117702","","","","","1919","399","1582","","","","","",""
"Ireland","IRL","2014","126.164748","98449140","658512","","","","","","793000","5672.06413410796","7.92002479851209","15.3324550526968","2.74721016738996","48.9576875387477","0","1.00356478611283","1258758","27.20554227","2022522","43.712777","5.5603984499","8.2071555692","48.5170912785134","64248984935.8513","83.49172234","","","","","","","11.7684192702","4912620","106.176478","","","","","1458","100","1863","","","13078","2807.79949074014","",""
"Ireland","IRL","1992","109.5","5006000","76700","14.81663795","39.785872508","45.3974895397","2.36909621","1.1608571429","","4104.90019474881","8.91001267427123","42.1926489226869","5.17743979721166","23.1178707224335","0","15.6653992395437","","","1113000","31.53105809","","","","","0.169686377","","","","","","","","44000","1.246510832","","","","","","","","13770.1177204554","49","","","",""
"St. Kitts and Nevis","KNA","1981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1997","7889.2001953125","35505800","229300","60.10220126","27.0047169811","12.893081761","39.2289899768697","25.44","","4651.62888288573","4.92764976543577","31.197943398435","1.26646676931666","14.3273274084479","34.7056016279928","18.465292597495","","","20421913","44.20705067","","","1.50635671206501","425600000","3.600801564","","","","","","","","6878786","14.890419","","","","","3118","12710","41764","1411.20670032672","64.85","","","",""
"Lebanon","LBN","1970","143.1000061035","548600","20200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Sri Lanka","LKA","1981","26.7999992371","405200","4100","","","","","","","100.505329008614","18.0021367521368","0","83.974358974359","0","0","16.025641025641","","","66013","0.432225041","","","","","","10","6","","","","","","0","0","","","","","","","","","","","","",""
"Luxembourg","LUX","1995","","569700","7300","","","","","","","14920.7708779443","27.9260780287474","38.8090349075975","18.0698151950719","31.211498973306","0","1.02669404517454","","","229468","56.22162495","","","","","1.590941911","","","","","","","","26838","6.575539815","","","","","275","529","286","","","","","",""
"Moldova","MDA","1962","","","","","","","","","","","","","","","","","","","20500","0.682321","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","MEA","1978","1195.5000009315","23545300","341300","","","","","","","531.509236374312","8.81136183689628","1.2720002924113","20.5758372881757","26.4654944560615","0","51.3168304015204","","","3103334","2.10431163178172","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Mexico","MEX","1994","225.1999969482","18791400","272100","","","","","","","1401.13187310637","13.5797350660296","9.67777015041018","13.6259523825706","15.9082722199944","2.88110595319817","52.51102758766","","","8492521","9.419764986","","","8.61140724781401","1388530000","0.043339167","850","414","","","235200000","519800000","","569251","0.631403871","","","235200000","519800000","","","","","","","","",""
"Mexico","MEX","1963","","","","","","","","","","","","","","","","","","","338450","0.896037","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Myanmar","MMR","1986","2.4000000954","511000","22500","","","","","","","42.0171498190989","27.5723830734967","2.271714922049","46.4142538975501","35.5902004454343","0","15.7238307349666","","","59343","0.1533471","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Myanmar","MMR","1989","1","308000","13800","","","","","","","40.2146361683907","34.3223736968725","1.48356054530874","49.71932638332","40.9783480352847","0","7.81876503608661","","","67016","0.164531436","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Mongolia","MNG","2015","7.843989","529311","5219","","","","","","","","","92.7444222746236","0","0","","4.17195719209142","208047","6.938510338","255634","8.525569471","0.0792726424","5.0054799971","1.75078487431914","12060240.2044761","22.50000413","","","","","","","","3068156","102.3251098","","","","","1810","11462.59","996.74","","","225","75.0391954731021","4604","7034"
"Mongolia","MNG","1999","8.3999996185","224700","2200","","","","","","","1042.40838842064","17.9099225897255","96.3054187192118","0","0","0","3.69458128078818","","","103400","4.351439784","","","10.5208450704225","7469800","0.50847156","","","","","","","","34562","1.454491894","","","","","1810","3515","1013","","","","","",""
"New Caledonia","NCL","1971","","","","","","","","","","","","","","","","","","","4700","4.46242","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nigeria","NGA","1962","","","","","","","","","","","","","","","","","","","20544","0.0455133","","","","","","","","","","","","","","","","","","","","","","4699.14640111939","221","","","",""
"Nauru","NRU","1995","","","","","","","","","","","","","","","","","","","1550","14.58411743","","","","","0","","","","","","","","500","4.704554008","","","","","","","","","","","","",""
"New Zealand","NZL","2000","817.137","10781314","240046","","","","","","1067438","9384.3481867434","7.75855479399699","3.93915458506383","62.2544398297959","24.3891252834612","0","0","4658","0.120704877","1831000","47.44753756","1.874923418","11.8218836059","4.93410126588762","258564897.160372","47.37955654","","","","","","","","1542000","39.95854884","","","","","","4078","","","","","","",""
"Pakistan","PAK","2009","303.905","5303268","50939","","","","","","2058056","436.682715416856","19.8800297828162","0.121648122319284","29.4608681061694","29.4461864362344","3.03491091372422","37.9363864215527","391629","0.22311787","6144250","3.500486359","0.1928309509","3.0665919965","11.7765984331564","466000000","7.5","","","","1592800000","","","26.8764853694","94342030","53.74829949","","885500000","","","7791","","","","","","","3297","12437"
"Panama","PAN","1992","5","282700","7500","","","","","","","910.344110073608","24.1474336892869","0","65.1395108508439","0","0","33.275921460558","","","242692","9.421441532","","","2.03132648066569","24900000","0","","","","","","","","0","0","","","","","","","","53029.0001859509","136.6","","","",""
"Philippines","PHL","1978","121.9000015259","3411600","58000","","","","","","","328.735460174446","5.16021104105006","0.514734268433921","18.0543044653198","0","0","81.41165873118","","","371000","0.827414255","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Papua New Guinea","PNG","1993","14.6000003815","866000","24700","","","","","","","","","","","","","","","","39321","0.794515959","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"West Bank and Gaza","PSE","1972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.812","","","",""
"South Asia","SAS","2019","2637.81682795492","190685363.280317","1417734","","","","","","30418728.2","","","","","","","","31029790","1.71749504422691","27696766","1.53301257766607","1.83692494720823","8.99806446146698","","","35.3306771062809","4640","11808","","4706360000","7619100000","","","1534948147","84.9591903588616","","4706360000","7619100000","","","","","","","","313.79196519291","59159","369757"
"Singapore","SGP","2010","7121.41467932294","24859825.1577843","131721.915559326","","","","","","29147000","8679.99335005275","2.85487533343621","0","0","77.2006789973766","0","20.2001719538811","1338400","26.08370953","1996100","38.90144396","34.0829217014","27.5449267678","3.52971346284091","3543212668.30053","71","3192","551","","","","","92.4493123119","7384600","143.9164386","","","","","","","","","","2699","531.641221163536","24896","6403"
"Singapore","SGP","2020","","","","","","","","","","","","","","","","","1517600","25.94036383","1891600","32.33315249","","","","","75.87596245","","","","","","","","8427500","144.0514076","","","","","","","","","","729931","128377.730724944","",""
"Small states","SST","2018","13857.399567107","62727473.8793987","771688.231729839","","","","","","13641424.194","","","","","","","","3268156","8.71572832769961","4264985","11.2860440864506","1.32153537436436","4.74140271616006","","","62.8983740438453","","","","","","","","42432600","115.137095918006","","","","","","","","","","","3745.8286233004","",""
"Small states","SST","2010","4072.81884830188","36212017.2634321","481986.026412691","","","","","","10100899.185","","7.66888548688584","2.38906921915831","13.7118706756166","47.1595619533912","0","9.51366651268814","1856852","5.31804821046738","4626981","13.251733594036","","4.99367544128867","","2739761755.15575","25.9558404097359","","","","","","","","31664078","90.686330057957","","","","","","","","","","","99.6276365164897","",""
"Chad","TCD","1968","","","","","","","","","","","","","","","","","","","1500","0.0453229","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Europe & Central Asia (IDA & IBRD countries)","TEC","1968","","","","","","","","","","","8.33880814652202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Thailand","THA","1962","","","","","","","","","","","","","","","","","","","37148","0.13559","","","","","","","","","","","","","","","","","","","","","","7719.83166296694","224.5","","","",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","1978","777.2999994532","13058400","203000","","","","","","","370.120027733569","9.88661074867971","2.00210792433692","32.3860357032081","18.1959017867644","0","47.3351082049237","","","1883428","1.43399746372158","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Tunisia","TUN","1980","11.6000003815","978200","12300","","","","","","","402.727312661985","12.2093023255814","0","0.820793433652531","34.6785225718194","0","64.500683994528","","","112000","1.757127623","","","0.231481481481482","2469415.26914218","","","","","","","","","0","0","","","","","","","","","","","","",""
"Tanzania","TZA","1976","3.2000000477","310300","14900","","","","","","","35.0820226842189","13.6636636636637","0","75.0750750750751","0","0","24.9249249249249","","","28766","0.175507754","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Uruguay","URY","2009","3.758","563632","8731","","","","","","588410","2670.10898964557","12.7664373519792","0","59.3210781549566","0.214277658734634","0","31.0477049734972","317484","9.478051012","953655","28.47006696","0.0864504481","6.3617156329","7.60435022560762","176394880.074684","41.8","43","11","","","","","23.0174750903","4111560","122.7450058","","","","","","","","","","","","",""
"British Virgin Islands","VGB","1993","","","","","","","","","","","","","","","","","","","8029","42.73927393","","","","","0","","","","","","","","","","","","","","","","","","","","","",""
"Kosovo","XKX","2004","","","","","","","","","","2111.31852105628","23.0034296913278","96.5948064674179","2.76825085742283","0","0","0.636942675159236","","","","","","","0.556852072808103","1725023.60637723","","","","","","","","","","","","","","","","","","","","","","",""
"Ecuador","ECU","1999","33","1386700","20200","","","","","","","634.779843192179","23.6127279782693","0","69.6255335661622","0","0","30.3744664338378","","","1129528","9.078263623","","","8.75243691292552","64200000","0.823371634","","","","","12000000","","","383185","3.079741668","","","12000000","","956","","","","","","","",""
"Mozambique","MOZ","2007","5.778","443010","10791","73.31730181","23.7720453911","2.9106528032","1.16325879501496","1.1667485714","209315","459.828049409507","14.499875590943","0","99.9191341129634","0.0622045284896741","0","0.0186613585469022","6367","0.029377138","78000","0.359889553","0.0833122095","3.3404599834","4.8743589536751","22360077.71131","0.91","32","23","","","","","9.1558630697","3079783","14.21002213","","","","","3116","736.3","102.3","4627.80988920063","100.3","","","3843","519"
"Africa Eastern and Southern","AFE","1992","764.6000094934","10302700","220400","83.508072780126","11.4151877188567","5.07720789380213","","39.2085549215","","733.351681099112","8.2614702464376","74.5915296483781","11.7101409016075","0.0004574988631664","4.24924944108963","0.866045347974017","","","4651690","1.44341169071699","","","","","0.0046643105220642","","","","","","","","16522","0.0057984833167596","","","","","","","","7579.28123956217","1830.521","","","",""
"Argentina","ARG","2013","268.710767897573","11951276.8223926","145136.020724733","","","","","","2129277","2967.37655805218","16.0183494154359","2.54892937775924","29.3691309912423","47.2353643279311","4.46296322926703","14.2682523476035","6251020","14.81423726","9662084","22.89808781","0.1515718959","8.4225756029","12.6482552856751","1730267633.66817","59.9","762","703","","1039000000","","","31.1191672163","67361515","159.6394613","","1039000000","","","18097","9746","5035.0018230423","","","3117","73.8574224754747","15004","40291"
"Bulgaria","BGR","1983","10.5","1790000","38000","","","","","","","4582.12533745396","9.48696304633277","45.0642468580004","7.85734383792909","0","28.8829487900957","18.1954605139749","","","1352700","15.10869785","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Bahrain","BHR","1983","23.7999992371","601800","9500","","","","","","","5589.59366983562","0","0","0","100","0","0","","","56974","14.37089801","","","","","","5","6","","","","","","0","0","","","","","","","","","","","","",""
"Belarus","BLR","2012","1.755","943081","14608","31.66520979","36.7897727273","31.545412498","4.48627450970588","1.5253333333","","3697.39748396507","11.0588006104094","0","0.227280106496964","96.7141790317868","0","2.56177148608721","2531842","26.88573466","4407040","46.79853958","0.6317351512","2.4384005899","9.40274351440109","598400000","46.91","139","422","","","","","","10676471","113.373886","","","","","5462","48351","8977","3592.37339129029","34","241","25.4635878617929","17749","17681"
"Barbados","BRB","1974","","25600","300","","","","","","","","","","","","","","","","18682","7.82014","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barbados","BRB","1977","0.200000003","42300","600","","","","65.625","0.0525","","","","","","","","","","","31313","12.57868457","","","","","","","","","","","","","0","0","","","","","","","","321.374196062363","0.08","","","",""
"Chile","CHL","1974","55.2000007629","505200","21500","","","","","","","800.571264027137","10.2291061632785","11.4122835323223","68.4521888781327","1.0863719479402","0","18.5543723781865","","","237000","2.42254","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colombia","COL","1972","86.3000030518","2963600","115400","","","","","","","400.374322233779","14.363066400684","12.5866818656787","69.3264937779044","9.7463664861784","0","8.34045787023843","","","596000","2.77467","","","","","","","","","","","","","","","","","","","","","","95263.7738426462","2145","","","",""
"Colombia","COL","1977","171.8999938965","4117300","63500","","","","","","","512.904187733344","15.4027659435013","10.2051517336305","68.5128137903913","18.0966113914924","0","1.92698433505932","","","936600","3.721903178","","","","","","","","","","","","","0","0","","","","","","","","85238.9775074009","2145","","","",""
"Comoros","COM","1986","","25900","1000","","","","","","","","","","","","","","","","1772","0.484470691","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Cuba","CUB","1982","12.6999998093","135000","18000","","","","","","","1006.80924163965","9.60982658959538","0","0.388367052023121","0.24385838150289","0","89.9205202312139","","","244000","2.454650088","","","","","","3","3","","","","","","0","0","","","","","","","","3834.88891799595","38.12","","","",""
"Czech Republic","CZE","2002","27.317","2808793","46574","0.980083857","43.6344577854","71.4129362437","14.5102661596958","1.9081","","5894.2331191117","6.39252582406737","68.7716297124811","3.27916310283571","2.11198105138496","24.6568853214027","0.505296401079018","15300","0.149235374","3675470","35.85033584","11.6231807106","11.3883623188","2.85210104946168","291737675.71746","23.93","","","","","","","","8610177","83.98320136","","","","","9499","15810","6597","1289.60560232133","13.15","","","",""
"Denmark","DNK","1999","199","5767700","106300","","","","","","","6508.51338053166","5.06166495375128","51.5955806783145","0.0796505652620761","23.2682425488181","0","2.82631038026721","","","3638119","68.36289929","","","","","30.59204065","","","","","","","","2628585","49.39302195","","","","","2324","1938","5113","","","","","",""
"Denmark","DNK","1976","101.4000015259","2795700","67700","","","","","","","3793.71824604207","10.215027548881","46.477156370374","0.117021795309376","0","0","53.4058218343166","","","1835243","36.11782258","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"East Asia & Pacific (excluding high income)","EAP","1976","386.0000062288","12545500","352000","","","","","","","191.481203911481","8.22728708004733","43.4311431361596","24.5948427127701","0.0365753406279408","0","31.0517100623872","","","2783991","0.229445160902771","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Spain","ESP","1980","389.700012207","15089000","207900","","","","","","","2644.22297893384","9.12420119751707","30.0075073700401","27.0539981323128","2.66694743009906","4.74795378389761","35.1921703623679","","","7228800","19.17545338","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Georgia","GEO","1976","","","","","","","","","","","","","","","","","","","245000","4.999791845","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Gibraltar","GIB","1968","","","","","","","","","","","","","","","","","","","1960","8.36892","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Italy","ITA","1977","503.8999938965","9424100","166900","53.84578066","16.7763759976","29.3778433461","24.8477260273973","45.3471","","2776.81813471087","8.45306077910741","5.43047321136289","31.0012245541289","6.82416130166467","2.05203748833036","52.4309218104002","","","10778000","19.32307216","","","","","","","","","","","","","0","0","","","","","","","","3261.5255028687","182.5","","","",""
"Jordan","JOR","2020","","","","","","","","","","","","","","","","","625657","6.132008067","391486","3.836919127","","","","","","","","","","","","","6987891","68.48769211","","","","","","","","","","1385","135.742526320329","",""
"Japan","JPN","1966","","","","","","","","","","2003.01463819284","8.05212939259949","28.8573423318594","36.9327437747266","0.633930649290202","0.279264603211543","33.2967186409123","","","7399000","7.51572","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1974","200.3000030518","1923800","33100","","","","","","","458.949553770861","5.42322542322542","4.41342441342441","11.3216513216513","0","0","84.2649242649243","","","481207","1.49463","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean (excluding high income)","LAC","2005","3457.734","93115390","1344207","","","","","","18952870","1640.88486755356","15.3123465881198","5.2463178404736","54.9138154963047","19.786145091371","2.81150843960838","12.9621638872265","7073045","1.48456813943439","88876404","17.621839094965","8.61621945126398","13.4091246382764","4.42813079971861","2913287689.26215","16.2232901709703","4355","6327","","4849090000","3448900000","120444000","","212782071","42.1890541095116","","4206090000","3262900000","120444000","","","","","","","","108606","238251"
"Lao PDR","LAO","2015","1.35649770065177","1181188","9772","","","","","","","","","","","","","","14550","0.215838096","962497","14.27790512","9.6428563438","10.6160770738","4.06354625818498","34299291.5214221","18.2","","","","","","","","3727162","55.28959094","","","","","","","","","","28","4.15358780981315","2657","182"
"Lao PDR","LAO","1997","0.8999999762","124500","3900","","","","","","","","","","","","","","","","24553","0.486167694","","","","","","","","","","","","","4915","0.097320662","","","","","","","","37700.670929377","190.4","","","",""
"Lebanon","LBN","1990","167.1000061035","572300","10300","","","","","","","499.459157084186","6.66666666666667","0","33.3333333333333","0","0","66.6666666666667","","","394100","14.05971508","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Liberia","LBR","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Sri Lanka","LKA","1989","75.4000015259","744500","6900","","","","","","","138.366418125428","17.1798460461861","0","98.0405878236529","0","0","1.9594121763471","","","105483","0.61661614","","","","","","9","15","18000000","","","","","0","0","","","","","","","","","","","","",""
"Low & middle income","LMY","1986","6269.4000578078","140810600","2438500","","","","","","","446.428860163198","11.1298997077668","21.5268375030963","18.1753927820967","4.167825943536","1.02138904946226","10.1302876743528","","","72505412","1.84088471183384","","","","","","","","","","","","","16534","0.0004190488632709","","","","","","","","","","","","",""
"Late-demographic dividend","LTE","1982","2724.6000331197","48636300","900600","","","","","","","533.833098459258","9.22816929352383","19.5092150257676","17.0647374355005","4.46068820771963","0.343224800499119","8.18103346819826","","","33370173","2.04081312141934","","","","","","","","","","","","","2330","0.000140800163127","","","","","","","","9480.71420145777","13713.622","","","",""
"Mexico","MEX","1977","92.3000030518","8238200","111900","","","","","","","737.427514606829","11.3875121988557","0.361660192502727","36.7247746799594","9.56964350638168","0","52.211102393846","","","2079483","3.307596959","","","","","","","","","","","","","0","0","","","","","","","","6505.49703365241","409","","","",""
"Marshall Islands","MHL","2003","0.312","27471","3911","","","","","","","","","","","","","","","","4461","8.345181084","","","","","2.569750367","","","","","","","","598","1.118677043","","","","","","","","","","","","",""
"North Macedonia","MKD","2015","","","","","","","","","","","","58.3599008147361","33.0322352107687","3.24123273113709","","2.46191994332271","364421","17.5259026","371003","17.84244718","0.6205669159","3.7190982215","9.42666308795","144084953","70.38020308","1571","48","","","","","","2083583","100.2046334","","","","","683","278","178","","","239","114.940593987982","",""
"Mali","MLI","1975","1.2000000477","50500","2600","","","","","","","","","","","","","","","","3567","0.055026952","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Mauritania","MRT","1997","15.5","245200","4900","93.36632277","5.0243530492","1.6093241834","401.14375","1.604575","","","","","","","","","","","13045","0.536045297","","","","","0.004172527","","","","","","","","0","0","","","","","","","","164.367777833937","0.4","","","",""
"New Caledonia","NCL","2015","","","","","","","","","104000","","","","","","","","55371","20.42720381","77719","28.6717208","0.5114945259","2.6779165307","2.71192932619998","14430557.6244103","74.00175279","","","","","","","12.9687909243","260277","96.02014277","","","","","","","","","","214","796.427242277633","",""
"Nicaragua","NIC","1971","0.8999999762","137500","4700","","","","","","","224.878039933987","8.82352941176471","0","33.1699346405229","0","0","65.1960784313726","","","17000","0.706416","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","NLD","1979","869.5","4918900","93100","","","","","","","4403.10665060581","4.33265078183172","8.64513526929759","0","50.364544551998","5.41232315711095","33.8623107470836","","","4604800","32.73106273","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Nauru","NRU","1987","","","","","","","","","","","","","","","","","","","1200","13.53637902","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
