"Country Name","Country Code","Year","average_value_Adolescents out of school (% of lower secondary school age)","average_value_Adolescents out of school, female (% of female lower secondary school age)","average_value_Adolescents out of school, male (% of male lower secondary school age)","average_value_Current education expenditure, primary (% of total expenditure in primary public institutions)","average_value_Current education expenditure, secondary (% of total expenditure in secondary public institutions)","average_value_Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","average_value_Current education expenditure, total (% of total expenditure in public institutions)","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Expenditure on primary education (% of government expenditure on education)","average_value_Expenditure on secondary education (% of government expenditure on education)","average_value_Expenditure on tertiary education (% of government expenditure on education)","average_value_Government expenditure on education, total (% of GDP)","average_value_Government expenditure on education, total (% of government expenditure)","average_value_Government expenditure per student, primary (% of GDP per capita)","average_value_Government expenditure per student, secondary (% of GDP per capita)","average_value_Government expenditure per student, tertiary (% of GDP per capita)","average_value_Population ages 0-14 (% of total population)","average_value_Population ages 15-64 (% of total population)","average_value_Progression to secondary school (%)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Pupil-teacher ratio, secondary","average_value_Pupil-teacher ratio, tertiary","average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary (% net)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, secondary, private (% of total secondary)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, teachers","average_value_Secondary education, teachers (% female)","average_value_Secondary education, teachers, female","average_value_Secondary education, vocational pupils","average_value_Secondary education, vocational pupils (% female)","average_value_Tertiary education, academic staff (% female)","average_value_Trained teachers in secondary education (% of total teachers)","average_value_Trained teachers in secondary education, female (% of female teachers)","average_value_Trained teachers in secondary education, male (% of male teachers)"
"Bahrain","BHR","1979","7.90115976333618","","","","","","","","","","","","","","","","","","","","","","","","35.3837088206208","62.5296456524085","","","","","","68.4262466430664","50.78448","63.3129386901855","49.2368","73.6247787475586","52.35795","","2.76427006721497","2.49649000167847","2.96110010147095","","","","2264","32.95053","","","",""
"Bahrain","BHR","1988","","","","","","","","","","","","","","","","","","","","","","","","","33.2357404803976","64.4344988585506","","","","17.85903","9.42967","91.6904067993164","","90.3972702026367","","92.9393997192383","","","13.2931299209595","16.606689453125","10.3788003921509","2270","47.0484580993652","1068","7294","31.09405","27.9383392333984","","",""
"Belarus","BLR","2010","1.9941600561142","0.242119997739792","3.65014004707336","","","89.617301940918","89.0708465576172","","","","","","","","","","","","17.1275","5.22003984451294","11.7781295776367","","","14.55155","14.8957165455099","71.1401343485015","98.44346","97.24498","99.60756","","14.02471","108.225440979004","94.90999","106.412261962891","95.05603","109.937637329102","94.77209","0.559000015258789","79.5781402587891","94.5919570922852","65.3916320800781","","","","113741","37.82101","58.7227210998535","","",""
"Brunei Darussalam","BRN","2020","","","","","","","","","","","","","","","","","","","","","","","","","22.3240429826346","72.1058610813319","","","","","","","","","","","","","","","","","","","","","","","",""
"Switzerland","CHE","2019","","","","","","","","","","","","","","","","","","","","","","","","","14.9406758995806","66.2213280427499","","","","","","","","","","","","","","","","","","","","","","","",""
"Channel Islands","CHI","1973","","","","","","","","","","","","","","","","","","","","","","","","","21.023852475446","64.7528562838244","","","","","","","","","","","","","","","","","","","","","","","",""
"Channel Islands","CHI","1974","","","","","","","","","","","","","","","","","","","","","","","","","20.6362088445442","65.0626183542592","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominica","DMA","2002","","","","","","","","","","","","","","","","","","","","","","","","","","","97.82323","95.55025","100","16.93002","","112.629516601563","","119.675636291504","","105.838989257813","","33.9199981689453","","","","443","66.591423034668","295","","","","37.9232482910156","37.9660987854004","37.8378410339355"
"Early-demographic dividend","EAR","2010","20.958309173584","20.958610534668","20.9580307006836","","","","","","","","","","","","","","","","","4.02741003036499","16.1642208099365","","","","31.742166298294","63.2752213375835","91.22336","91.99801","90.43022","20.53655","","64.40881","56.88916","63.358","56.13494","65.3868","57.59449","34.00747","21.9838695526123","21.0371608734131","22.8798599243164","12000000","45.53028","5450662","15900000","42.94525","38.53206","","",""
"Europe & Central Asia (excluding high income)","ECA","2002","4.62319993972778","5.41123008728027","3.86437010765076","","","","","","","","","","","","","","","","16.107745","3.22730493545532","13.6035099029541","","","","21.9252661181034","67.0494730166163","95.40443","94.81419","95.95122","11.34348","","91.84887","83.40459","89.43127","82.43028","94.18168","84.3447","1.27965","45.9748611450195","49.8756713867188","42.1671104431152","3670635","72.32058","2654624","5567437","37.98605","51.35914","","",""
"Europe & Central Asia (excluding high income)","ECA","2010","4.6757698059082","5.13332986831665","4.24000978469849","","","","","","","","","","","","","","","","","","","","","","19.6064205468708","69.294866878661","99.23867","99.2721","99.20954","10.83323","","89.08722","84.09228","87.68118","83.4318","90.42996","84.72222","1.92144","57.5455017089844","62.1966285705566","53.0262718200684","3115805","71.91848","2240840","6628738","42.3833","52.67593","","",""
"Euro area","EMU","1971","","","","","","","","","","","","","","","","","","","16.66636","3.72828006744384","","","","","24.9357776773902","62.952507256384","","","","14.81115","","77.65725","","75.28541","","79.93315","","","19.5785503387451","16.2109603881836","22.8288707733154","1770825","","","7494898","42.70775","","","",""
"Euro area","EMU","1990","2.73641991615295","3.62777996063232","1.88589000701904","","","","","","","","","","","","","","25.790715","43.154945","20.98081","4.55449986457825","10.6163301467896","","","","18.3544058014736","67.5651355364445","96.37371","96.41458","96.34354","12.55881","","94.00119","80.39367","94.594","81.54465","93.43503","79.29505","","32.6606407165527","31.6850395202637","33.5966987609863","2377903","54.38834","1293302","8965896","45.77217","","","",""
"Euro area","EMU","2020","","","","","","","","","","","","","","","","","","","","","","","","","14.9558054464076","63.9091382777585","","","","","","","","","","","","","","","","","","","","","","","",""
"European Union","EUU","1994","2.84916996955872","3.70332002639771","2.03450989723206","","","","","","","","","","","","","","22.64591","41.03988","18.54985","4.90025520324707","","","","","18.4216433331205","67.1893208025076","96.32612","96.2082","96.44872","12.2521","","101.2157","87.10998","101.6062","87.87781","100.8426","86.37727","","38.3880882263184","39.3679809570313","37.4452705383301","3856838","57.09117","2201914","15000000","45.16078","30.7182","","",""
"France","FRA","2002","6.0230598449707","5.47461986541748","6.54568004608154","","","","","","","","","","","","","","","","","","","","","","18.7516099617077","64.9781924755801","","","","11.46309","15.72922","103.186340332031","89.28409","103.38053894043","90.07332","103.000282287598","88.52796","25.1153507232666","50.2516899108887","55.499828338623","45.0830993652344","510467","56.6984710693359","289427","1443729","44.26246","33.9082412719727","","",""
"Georgia","GEO","1978","","","","","","","","","","","","","","","","","","","","","","","","","26.4421250093583","64.5423676278378","","","","","","","","","","","","","","","","","","","","","","","",""
"Gambia, The","GMB","1987","","","","","","","","","","","","","","","","","","","","","","","","","43.9985415566115","53.6370232833508","","","","24.28267","","16.7231903076172","","10.1152200698853","","23.4658508300781","","","","","","658","23.2522792816162","153","","","","","",""
"Guinea-Bissau","GNB","1961","","","","","","","","","","","","","","","","","","","","","","","","","40.2199238552189","56.2096855776132","","","","","","","","","","","","","","","","","","","","","","","",""
"Guatemala","GTM","2006","","","","90.9294204711914","92.4138565063477","100","92.2022476196289","","","","","","","2.36174011230469","4.68472003936768","3.40715003013611","67.15162","10.10508","11.88161","2.9840099811554","20.3384494781494","11.16201","4.99263","","41.8030471102494","54.0097981484093","93.27881","91.1825","95.15405","16.20368","","43.3391418457031","","41.7966995239258","","44.8558082580566","","73.6701507568359","","","","49935","42.9658584594727","21455","239111","51.45267","","","",""
"Honduras","HND","1993","","","","","","","","","","","","","","","","","","","","","","","","","45.0255746131367","51.5197578531265","","","","19.91493","","31.4196796417236","","","","","","","8.91335010528564","7.90550994873047","9.93165969848633","10203","","","","","","","",""
"Cambodia","KHM","1974","","","","","","","","","","","","","","","","","","","","","","","","","44.6720417090118","52.7197645239772","","","","","","","","","","","","","","","","","","","","","","","",""
"Cambodia","KHM","1977","","","","","","","","","","","","","","","","","","","","","","","","","42.8972204442387","54.3971950135922","","","","","","","","","","","","","","","","","","","","","","","",""
"Cambodia","KHM","2001","83.4598617553711","86.342041015625","80.6783218383789","","","","","","","","","","","","","","74.36318","11.24273","","1.72221994400024","11.3807897567749","6.53504","6.05226","","40.3388344825096","56.5073716237305","84.96464","80.07786","88.77677","19.56403","11.9661","18.9289493560791","16.82846","13.6441602706909","12.40784","24.0986194610596","21.1528","","2.37990999221802","1.27862000465393","3.52146005630493","20286","28.610860824585","5804","7856","39.05295","17.79660987854","99.576057434082","",""
"Korea, Rep.","KOR","1992","8.50125980377197","8.5382604598999","8.4663200378418","","","","","","","","","","","","","","42.21313","39.60014","8.24123","3.57788991928101","","","","","24.0995335317846","70.3634797655859","","","","23.52934","22.74491","91.8161468505859","86.85311","90.6102600097656","86.1317","92.9530868530273","87.53327","","39.1886405944824","26.4391307830811","51.2010307312012","188860","35.3981781005859","66853","819269","53.40017","22.7917098999023","","",""
"Lao PDR","LAO","1971","","","","","","","","","","","","","","","","","","","","","","","","","42.3261345309013","54.5779278961287","","","","16.88852","20.19048","3.69759011268616","","1.97350001335144","","5.40267992019653","","","0.17441999912262","0.0656699985265732","0.289279997348785","915","24.6994495391846","226","5427","26.57085","14.2857103347778","","",""
"Libya","LBY","1968","","","","","","","","","","","","","","","","","","","","","","","","","45.3350172595632","51.4852106830621","","","","","","","","","","","","","","","","","","","","","","","",""
"St. Lucia","LCA","1990","","","","","","","","","","","","","","","","","","","","","","","","","36.581654832633","56.0382553253152","","","","18.53207","","49.3860015869141","","59.3797492980957","","39.389720916748","","","","","","421","62.945369720459","265","333","99.3994","","","",""
"Liechtenstein","LIE","1978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",""
"Sri Lanka","LKA","2017","1.33250999450684","1.59154999256134","1.07413005828857","85.7071762084961","80.6935424804688","65.321418762207","80.0024871826172","","","","4.28623008728027","4.18138980865479","4.23795986175537","","","","33.3783","51.1788","12.96432","2.79924988746643","14.4997596740723","11.39277","11.52081","26.60908","24.4070862823381","65.4693205689957","99.43399","100","98.88381","17.44801","30.96962","98.0266265869141","89.04229","100.487457275391","90.43005","95.5692291259766","87.65647","","18.9611701965332","22.8225803375244","15.0707597732544","151803","70.0783309936523","106381","99702","47.63495","51.7377395629883","82.3125991821289","83.0392608642578","80.6107177734375"
"Latvia","LVA","2015","1.85964000225067","1.61277997493744","2.09734010696411","82.9887084960938","83.3679809570313","66.6161422729492","84.3717727661133","0.379889994859695","0.732290029525757","0.542620003223419","33.9830017089844","20.5711402893066","27.7935600280762","36.576789855957","22.0588207244873","29.8768901824951","30.08773","31.39477","22.0921","5.31412982940674","14.1274099349976","26.76693","28.27553","27.37707","15.0943046763386","65.387095191708","98.89527","99.08818","98.70857","8.03226","12.56121","112.356651306152","92.86996","111.17414855957","93.83779","113.482460021973","91.94852","2.56790995597839","74.2998809814453","91.1335601806641","58.4065017700195","14661","82.4977798461914","12095","25214","40.26731","55.7115707397461","","",""
"North Macedonia","MKD","1996","","","","","","","","","","","","","","","","","54.51193","23.34529","22.14278","4.30311012268066","","","","","24.7264686648474","66.3270071070144","98.21007","98.00499","98.40319","","11.86643","77.5651092529297","","76.8845901489258","","78.209098815918","","","19.0662498474121","21.2496891021729","16.9878692626953","","","","56432","43.50014","38.8287200927734","","",""
"Myanmar","MMR","1999","","","","","","","","","","","","","","","","","","","","","","","","","32.9806513607294","62.5478548280717","68.33045","70.73796","66.07489","30.12094","","33.1931114196777","29.66754","32.7676811218262","29.18907","33.6220092773438","30.14992","","","","","68358","76.4899520874023","52287","0","","","69.4783325195313","68.5313720703125","72.5592727661133"
"Middle East & North Africa (excluding high income)","MNA","1985","","","","","","","","","","","","","","","","","","","","","","","","","44.0027154531992","52.396838363455","84.47843","81.73778","86.44478","18.73849","","47.47183","41.39054","38.36271","35.66422","56.10293","46.78026","","11.8480501174927","8.38675975799561","15.1868000030518","725678.8","34.54089","250655.9","1548736","37.21155","28.52345","","",""
"Mozambique","MOZ","1969","","","","","","","","","","","","","","","","","","","","","","","","","43.1616878157662","53.3860659022509","","","","","","","","","","","","","","","","","","","","","","","",""
"Mauritania","MRT","1989","","","","","","","","","","","","","","","","","","","","","","","","","44.9625838652726","51.973738318653","","","","19.73488","21.75281","14.3669099807739","","8.70746040344238","","19.8988494873047","","","3.07973003387451","0.804340004920959","5.31679010391235","1984","","","1784","11.82735","","","",""
"Malaysia","MYS","1976","","","","","","","","","","","","","","","","","","","","","","","","","41.5315595729431","54.8846795360763","","","","27.69524","","52.8115882873535","","","","","","","","","","35215","42.6891899108887","15033","14000","36.07143","","","",""
"New Zealand","NZL","1968","","","","","","","","","","","","","","","","","","","","","","","","","32.1562524777781","59.5143207809628","","","","","","","","","","","","","","","","","","","","","","","",""
"Pakistan","PAK","2018","","","","","","","","","","","","","","","","","","","","","","","","","35.2698145995487","60.4174110891137","","","","20.39658","33.01575","42.6746597290039","37.40039","39.1479911804199","34.18399","45.9273414611816","40.36689","32.4700012207031","8.95841979980469","8.3204402923584","9.554030418396","654895","60.4845085144043","396110","446376","33.49374","","","",""
"Palau","PLW","1997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Papua New Guinea","PNG","1987","","","","","","","","","","","","","","","","","","","","","","","","","42.8752006668277","54.3228369624395","","","","21.69439","","11.0193300247192","","7.80052995681763","","14.080530166626","","","","","","2922","33.4702301025391","978","9639","23.96514","","","",""
"Puerto Rico","PRI","1970","","","","","","","","","","","","","","","","","","","","","","","","","36.478338964026","56.8500976742472","","","","","","","","","","","","","","","","","","","","","","","",""
"Korea, Dem. People's Rep.","PRK","2008","","","","","","","","","","","","","","","","","","","","","","","","","23.5203068743901","68.2012100134997","","","","","","","","","","","","","","","","","","","","","","","",""
"Pacific island small states","PSS","1960","","","","","","","","","","","","","","","","","","","","","","","","","46.9973486975683","50.5324561271832","","","","","","","","","","","","","","","","","","","","","","","",""
"Pacific island small states","PSS","1963","","","","","","","","","","","","","","","","","","","","","","","","","47.100473982883","50.3344355408159","","","","","","","","","","","","","","","","","","","","","","","",""
"French Polynesia","PYF","2005","","","","","","","","","","","","","","","","","","","","","","","","","28.1551897364557","66.8421052631579","","","","","","","","","","","","","","","","","","","","","","","",""
"Qatar","QAT","1961","","","","","","","","","","","","","","","","","","","","","","","","","41.0124268295055","56.1968845413352","","","","","","","","","","","","","","","","","","","","","","","",""
"Sierra Leone","SLE","1962","","","","","","","","","","","","","","","","","","","","","","","","","38.7365207770195","57.4768845376008","","","","","","","","","","","","","","","","","","","","","","","",""
"San Marino","SMR","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Serbia","SRB","1970","","","","","","","","","","","","","","","","","","","","","","","","","25.1601505444675","66.5112452677756","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-Saharan Africa","SSF","1965","","","","","","","","","","","","","","","","","","","","","","","","","43.5887214832757","53.404204271161","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-Saharan Africa","SSF","2018","37.1029396057129","38.5622406005859","35.6697311401367","","","","","","","","","","","","","","","","","4.30376505851746","17.8806095123291","","","","42.5382670644815","54.4740026594236","","","","21.60546","","43.2942","35.58426","40.62774","33.98075","45.916","37.16512","20.83628","9.44398975372314","8.19449043273926","10.6844797134399","2937928","31.06378","912631.4","3654180","40.89686","24.04352","","",""
"Sub-Saharan Africa","SSF","2020","","","","","","","","","","","","","","","","","","","","","","","","","42.0054603257769","54.9733579995714","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific (IDA & IBRD countries)","TEA","2002","18.9439392089844","19.1698799133301","18.730489730835","","","","","","","","","","","","","","","","","2.89222002029419","15.2626600265503","","","","25.639165049536","67.9065942779374","89.92703","89.45833","90.30226","19.02937","","59.67315","63.31473","58.14953","62.01699","61.11573","64.54944","","14.7750997543335","14.0122003555298","15.5043001174927","6758519","44.77061","3025830","15200000","46.92665","44.99653","","",""
"Turkmenistan","TKM","1968","","","","","","","","","","","","","","","","","","","","","","","","","45.0640267594689","50.2613199214206","","","","","","","","","","","","","","","","","","","","","","","",""
"Timor-Leste","TLS","1982","","","","","","","","","","","","","","","","","","","","","","","","","38.8407111105313","58.350265312978","","","","","","","","","","","","","","","","","","","","","","","",""
"Tunisia","TUN","2016","","","","","","","","","","","","","","14.7938499450684","15.5376195907593","15.1578397750854","","","","","","","","","23.9984182513273","68.172120441138","97.70665","97.53871","97.87403","","","92.8657989501953","","99.3189697265625","","86.9016418457031","","7.22096014022827","32.8153610229492","41.8036689758301","24.1539001464844","","","","94981","36.70839","","","",""
"Ukraine","UKR","1972","","","","","","","","","","","","","","","","","","","","","","","","","23.4723266148707","66.7364829817631","100","","","","","","","","","","","","","","","","","","","","","","",""
"Uzbekistan","UZB","2008","4.36254978179932","4.18853998184204","4.52779006958008","","","","","","","","","","","","","","","","","","","","","","30.2537352795177","65.0495844967793","99.48352","98.9429","100","12.57795","12.45304","88.2079620361328","","88.0756912231445","","88.3343887329102","","","10.2195997238159","8.19876003265381","12.2160196304321","357560","62.6775894165039","224110","","","39.3361396789551","100","100","100"
"Venezuela, RB","VEN","1991","","","","","","","","","","","","","","","","","","","","","","","","","37.6189527663203","58.5328197201507","94.11048","93.76883","94.48529","","11.92167","55.2217216491699","","61.2643814086914","","49.4004096984863","","","27.8723697662354","","","","","","49760","53.72789","","","",""
"Vietnam","VNM","1999","","","","","","","","","","","","","","","","","","","","","","","","","32.4218100917747","61.2324219214336","93.37007","","","","28.89502","","","","","","","","10.63796043396","9.2779598236084","11.9553203582764","","","","","","36.6577491760254","","",""
"Zimbabwe","ZWE","1997","","","","","","","","","","","","","","","","","","","","","","","","","42.9861835873656","54.1155671529005","","","","27.7267","","44.9980697631836","","","","","","","","","","29074","","","0","","","","",""
"Afghanistan","AFG","2020","","","","","","","","","","","","","","","","","","","","","","","","","41.8226014534499","55.5283288943229","","","","","","","","","","","","","","","","","","","","","","","",""
"Argentina","ARG","1966","","","","","","","","","","","","","","","","","","","","","","","","","30.0432670261249","63.5883779855415","","","","","","","","","","","","","","","","","","","","","","","",""
"American Samoa","ASM","1972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.20833","19.75","","","","","","","","","","","120","","18","0","","","","",""
"Antigua and Barbuda","ATG","2010","","","","","","","","","","","","","","","","","","","","","","","","","24.3399827327668","68.3021311400918","","","","12.15562","6.76301","112.795829772949","","115.671043395996","","109.930587768555","","18.2788105010986","16.7262306213379","24.1514701843262","9.00874996185303","694","71.757926940918","498","595","48.06723","61.8497085571289","42.9394798278809","43.3734893798828","41.8367309570313"
"Antigua and Barbuda","ATG","2014","2.09877991676331","","","","","","","","","","","","","","","","","","","","","","","","22.8927637691493","69.1460858667704","","","","11.98368","","106.980133056641","83.36424","107.299468994141","84.86631","106.66667175293","81.88976","17.8779201507568","","","","674","72.7003021240234","490","325","38.15385","","55.1928787231445","53.265308380127","60.3260917663574"
"Australia","AUS","2010","","","","73.3789367675781","87.9050521850586","87.0225219726563","","","","","","","","40.8551216125488","34.1282691955566","37.4880905151367","36.80703","36.78888","22.27661","5.55005979537964","14.3240003585815","22.33566","","","19.0323362392206","67.5911079551186","","","","","","","","","","","","","","","","","","","","","","","",""
"Azerbaijan","AZE","2010","11.6145696640015","12.60023021698","10.7231397628784","","","98.5385208129883","97.4634323120117","","","","","","","23.4601593017578","27.1537094116211","25.2258892059326","","","14.03889","2.78062009811401","8.70083999633789","","","19.55726","22.8353380103163","71.2663802257214","98.72166","98.22198","99.15753","","7.00329","","","","","","","","19.2600402832031","19.156379699707","19.3622493743896","","","","","","52.3792915344238","","",""
"Benin","BEN","2018","","","","","","","","","","","","","","","","","","","","2.93396997451782","17.7091808319092","","","","42.4476823945995","54.2987123079372","","","","","","","","","","","","","12.5169897079468","7.94633007049561","17.0004405975342","","","","","","20.134729385376","","",""
"Bulgaria","BGR","2002","3.5039598941803","4.83548021316528","2.23322010040283","96.4655380249023","96.6251525878906","93.6030426025391","96.2861404418945","","","","","","","","","","20.09847","46.84036","15.19467","3.38608002662659","9.65431976318359","15.37402","18.06848","17.79191","14.7236945127144","68.2333323459915","98.22457","97.46927","98.93118","12.07715","10.2497","95.2958908081055","87.63113","94.1382064819336","86.77323","96.3962097167969","88.44652","0.785679996013641","40.882251739502","45.4569282531738","36.5676193237305","57405","75.6711120605469","43439","187756","38.92712","44.8368682861328","","",""
"Bahrain","BHR","1966","","","","","","","","","","","","","","","","","","","","","","","","","46.4073417457503","51.7186359370112","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","2006","3.72244000434875","4.38703012466431","3.05763006210327","","","","","","","","","","","","","","","","","","","","","","27.8374059383808","66.3124220243903","99.30055","98.56544","100","12.78195","","89.682502746582","83.14323","89.4164810180664","83.4111","89.9479598999023","82.87592","27.5520496368408","","","","2559","58.5775718688965","1499","","","","89.8006973266602","90.2601699829102","89.1509399414063"
"China","CHN","2020","","","","","","","","","","","","","","","","","","","","","","","","","17.7118153851715","70.3199134118938","","","","","","","","","","","","","","","","","","","","","","","",""
"Colombia","COL","1995","","","","","","","","","","","","","","","","","","","","","","","","","34.5120420561099","60.8647275266836","","","","21.0487","","64.548942565918","","69.0411071777344","","60.1742706298828","","","16.6697406768799","16.7553195953369","16.5825691223145","143731","","","","","","","",""
"Colombia","COL","2010","4.62029981613159","4.02208995819092","5.19450998306274","98.5915298461914","98.5915298461914","49.7592315673828","77.733528137207","","","","9.37959957122803","9.5727596282959","9.4719295501709","16.1564903259277","15.1590995788574","15.6797399520874","35.92155","34.82016","22.10541","4.83382987976074","16.4185791015625","15.46718","15.0084","28.90539","27.2685222244581","66.1450598924876","98.59564","97.17553","100","27.14634","","97.5461196899414","75.30739","102.269378662109","78.27416","93.0110778808594","72.45884","21.0441207885742","39.4133186340332","41.3438301086426","37.5472297668457","187124","50.1234512329102","93793","385626","54.28057","","96.449951171875","97.433708190918","95.4613189697266"
"Comoros","COM","1969","","","","","","","","","","","","","","","","","","","","","","","","","44.5951403528237","52.3772328858316","","","","","","","","","","","","","","","","","","","","","","","",""
"Cabo Verde","CPV","1984","","","","","","","","","","","","","","","","","","","","","","","","","45.3795045339326","49.9274832100766","43.23178","43.42857","43.05556","","","11.0774803161621","","","","","","","","","","","","","580","","","","",""
"Cabo Verde","CPV","1990","","","","","","","","","","","","","","","","","","","","","","","","","46.0973516792425","49.6647433052227","","","","","","21.0484104156494","","21.7365093231201","","20.3929100036621","","","","","","","","","752","39.76064","","","",""
"Cayman Islands","CYM","1981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.02415","","101.765571594238","","99.5029830932617","","103.969017028809","","","","","","207","55.0724601745605","114","0","","","","",""
"Germany","DEU","1988","","","","","","","","","","","","","","","","","","","","","","","","","15.7589695243209","69.5412477919587","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominica","DMA","1998","","","","","","","","","","","","","","","","","47.25026","44.90639","","5.73986005783081","17.1116008758545","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominican Republic","DOM","1960","","","","","","","","","","","","","","","","","","","","","","","","","48.2250144495335","49.2301373555654","","","","","","","","","","","","","","","","","","","","","","","",""
"Early-demographic dividend","EAR","2009","22.3663501739502","22.8455295562744","21.9196090698242","","","","","","","","","","","","","","","","","","","","","","32.1161975169267","62.9554211899841","91.26529","91.55576","90.92858","20.53626","","62.16833","55.18157","60.982","54.05185","63.27394","56.23804","33.50779","20.3011703491211","19.4865608215332","21.0729808807373","11500000","45.14634","5179544","15000000","43.19466","38.5763","","",""
"Europe & Central Asia (excluding high income)","ECA","1972","","","","","","","","","","","","","","","","","","","","","","","","","29.0857868096859","63.231147985114","","","","","","87.19302","","","","","","","33.880859375","36.294921875","31.5246295928955","","","","5131089","","","","",""
"Europe & Central Asia (excluding high income)","ECA","2004","3.51605010032654","4.29923009872437","2.76354002952576","","","","","","","","","","","","","","","","20.545215","3.27012503147125","12.5523500442505","","","","20.788088432197","67.7252365933013","98.12679","97.53516","98.67874","11.33057","","89.30496","81.99364","86.84293","81.06585","91.6768","82.88759","1.44979","49.9064788818359","54.4015007019043","45.527271270752","3495489","71.94381","2514788","6052933","38.13693","50.30538","","",""
"Europe & Central Asia (excluding high income)","ECA","2012","4.43867015838623","4.59090995788574","4.29376983642578","","","94.4642486572265","92.733253479004","","","","","","","","","","","","17.83927","3.79310011863709","12.3689699172974","","","18.329925","19.863302492175","69.0416285808367","97.04944","96.58248","97.49283","10.75538","","91.90468","86.24599","90.77722","85.79707","92.97979","86.6738","2.01905","59.9429092407227","63.3244590759277","56.674991607666","3064556","71.4491","2189598","6989820","43.27918","53.12644","","",""
"Europe & Central Asia","ECS","1992","","","","","","","","","","","","","","","","","","","","","","","","","22.2971616056419","65.6142809943107","93.91777","92.81828","94.95249","11.59966","","90.90772","","90.64539","","91.16045","","","33.7743797302246","34.5849418640137","32.9906311035156","7040432","63.60573","4478119","18700000","44.82448","39.04798","","",""
"Egypt, Arab Rep.","EGY","2003","15.388219833374","17.4404602050781","13.4386396408081","","","","","","","","","","","","","","","","","4.94563007354736","15.351900100708","","","","34.9903057416355","60.0720659243897","93.62552","94.97875","92.39247","17.2801","28.89463","82.4329605102539","","80.0110092163086","","84.7347869873047","","5.99998998641968","27.6597499847412","25.6633605957031","29.5641803741455","485186","41.4016494750977","200875","2513826","44.98322","","","",""
"Euro area","EMU","1994","2.27013993263245","3.41872000694275","1.17467999458313","","","","","","","","","","","","","","22.696595","43.80159","19.03788","4.89648008346558","10.4029049873352","","","","17.55988189007","67.4704263639047","95.00857","94.8082","95.2113","12.36015","","105.2476","88.4436","105.528","89.15218","104.9798","87.76758","","42.5807914733887","43.1364593505859","42.0463981628418","2550802","55.60493","1418372","9849511","45.57593","30.54439","","",""
"Fiji","FJI","2015","","","","","","","","","","","","","","","","","","","","","","","","","29.8476791534226","65.1795304543838","98.01615","98.21088","97.83385","","","","","","","","","","","","","","","","","","","","",""
"Faroe Islands","FRO","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"United Kingdom","GBR","1986","","","","","","","","","","","","","","","","","24.75751","48.0661","21.0873","4.38083982467651","10.2157897949219","","","","19.0495084762966","65.6919510447016","","","","","12.96757","83.9861831665039","80.26647","85.5420837402344","81.69551","82.5032806396484","78.90449","","21.5178909301758","19.8707103729248","23.1188697814941","","","","403000","57.3201","15.1492700576782","","",""
"United Kingdom","GBR","2012","6.02610015869141","6.03074979782104","6.02166986465454","","","","","","","","","","","37.2988014221191","36.5952301025391","36.9503593444824","","","","","","","","","17.5525133454605","65.3413454242577","","","","","17.85441","91.5527572631836","90.8005","91.5524291992188","90.85161","91.5530776977539","90.75171","39.3604393005371","59.4021186828613","67.8671493530273","51.1865196228027","","","","470403","47.24226","43.7521896362305","","",""
