"Country Name","Country Code","Year","average_value_Adolescents out of school (% of lower secondary school age)","average_value_Adolescents out of school, female (% of female lower secondary school age)","average_value_Adolescents out of school, male (% of male lower secondary school age)","average_value_Current education expenditure, primary (% of total expenditure in primary public institutions)","average_value_Current education expenditure, secondary (% of total expenditure in secondary public institutions)","average_value_Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","average_value_Current education expenditure, total (% of total expenditure in public institutions)","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Expenditure on primary education (% of government expenditure on education)","average_value_Expenditure on secondary education (% of government expenditure on education)","average_value_Expenditure on tertiary education (% of government expenditure on education)","average_value_Government expenditure on education, total (% of GDP)","average_value_Government expenditure on education, total (% of government expenditure)","average_value_Government expenditure per student, primary (% of GDP per capita)","average_value_Government expenditure per student, secondary (% of GDP per capita)","average_value_Government expenditure per student, tertiary (% of GDP per capita)","average_value_Population ages 0-14 (% of total population)","average_value_Population ages 15-64 (% of total population)","average_value_Progression to secondary school (%)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Pupil-teacher ratio, secondary","average_value_Pupil-teacher ratio, tertiary","average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary (% net)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, secondary, private (% of total secondary)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, teachers","average_value_Secondary education, teachers (% female)","average_value_Secondary education, teachers, female","average_value_Secondary education, vocational pupils","average_value_Secondary education, vocational pupils (% female)","average_value_Tertiary education, academic staff (% female)","average_value_Trained teachers in secondary education (% of total teachers)","average_value_Trained teachers in secondary education, female (% of female teachers)","average_value_Trained teachers in secondary education, male (% of male teachers)"
"Dominican Republic","DOM","2005","5.7952299118042","4.63144016265869","6.92838001251221","99.9755477905273","","","","","","","","","","","","","","","","","","6.43366","4.59898","","32.9561646988757","61.6602235157257","","","","26.43142","","71.1479797363281","53.29682","77.5293731689453","58.64749","64.8910980224609","48.05055","24.5771598815918","","","","30583","61.8480911254883","18915","40001","59.9535","","84.8052825927734","89.7224426269531","76.8340835571289"
"Early-demographic dividend","EAR","1976","","","","","","","","","","","","","","","","","","","","","","","","","41.6946042155235","54.6787198584327","","","","20.3532","","28.75394","","21.4387","","35.69726","","","6.23370981216431","4.03749990463257","8.3189001083374","2942978","35.15034","1034467","4571183","41.42494","24.28603","","",""
"Europe & Central Asia (excluding high income)","ECA","1988","","","","","","","","","","","","","","","","","","","","","","","","","27.1107919944164","64.4003387659098","87.92429","","","","","90.2862","","","","","","","37.0157508850098","40.1506385803223","33.9494590759277","","","","6541575","42.71601","","","",""
"Europe & Central Asia","ECS","2019","2.63554000854492","2.76459002494812","2.51325011253357","","","","","","","","","","","","","","","","","","","","","","18.0659001627155","65.3157652221244","","","","","","105.1883","","104.7282","","105.6243","","14.75935","72.6295166015625","77.7151184082031","67.7902908325195","7162071","67.56608","4839131","","","48.08653","","",""
"Euro area","EMU","1968","","","","","","","","","","","","","","","","","","","","","","","","","25.2194168617092","63.2723149003259","","","","","","","","","","","","","","","","","","","","","","","",""
"Ethiopia","ETH","2020","","","","","","","","","","","","","","","","","","","","","","","","","39.9176363563044","56.5454698578127","","","","","","","","","","","","","","","","","","","","","","","",""
"France","FRA","2017","1.35903000831604","1.32837998867035","1.38832998275757","93.4001770019531","92.0089797973633","91.8386611938477","92.3666305541992","0.636969983577728","1.05759000778198","0.836380004882813","17.5311908721924","18.5234909057617","18.0016708374023","30.8809394836426","29.298770904541","30.1307907104492","","","","5.45160007476807","9.67858028411865","","","","18.1098266879217","62.2211765433074","","","","","","103.756080627441","94.66595","104.159187316895","95.32789","103.372512817383","94.0351","25.2106800079346","65.8022308349609","73.0402526855469","58.8311195373535","","","","1078016","42.72571","","","",""
"Gabon","GAB","2007","","","","","","","","","","","","","","","","","","","","","","","","","38.4127124255131","57.1020830857511","","","","","","","","","","","","","","","","","","","","","","","",""
"Ghana","GHA","1982","","","","","","","","","","","","","","","","","32.45994","44.45841","2.16217","1.90453994274139","13.8319396972656","","","","46.252024202131","51.0368017053954","","","","21.55949","","35.3754081726074","","27.7046203613281","","42.7157096862793","","","1.49945998191833","0.628009974956512","2.3413999080658","32258","22.1929397583008","7159","25563","23.18585","","","",""
"Ghana","GHA","2001","38.2846488952637","41.4901504516602","35.2145805358887","99.9940872192383","99.6174697875977","99.6716918945313","99.7866973876953","","","","","","","","","","41.53529","39.57534","14.19508","5.35444021224976","15.7411098480225","17.96058","40.59106","","42.2198633309794","54.903778563145","96.92867","97.70344","96.26083","18.56743","","33.2982215881348","30.42478","30.3675308227539","28.19991","36.1120796203613","32.56096","10.4729299545288","","","","55549","22.6736793518066","12595","14090","12.44855","","73.8339080810547","87.2568511962891","69.8980331420898"
"Guam","GUM","1985","","","","","","","","","","","","","","","","","","","","","","","","","32.1174896201489","64.4648800741173","","","","18.76385","","","","","","","","","","","","758","","","950","45.78947","","","",""
"Hong Kong SAR, China","HKG","1992","","","","","","","","","","","","","","","","","23.85434","37.35679","34.65119","2.82820010185242","21.2081394195557","","","","19.8478568270472","70.8607834040014","98.86352","","","","14.2546","","","","","","","","18.1327991485596","14.5984802246094","21.6804695129395","","","","","","24.774169921875","","",""
"Heavily indebted poor countries (HIPC)","HPC","1994","59.6348991394043","68.2571105957031","51.1164093017578","","","","","","","","","","","","","","","","","","","","","","45.7319387926172","51.2329174623296","59.93855","59.34471","60.36759","22.58269","","18.87343","15.10326","14.8757","12.72591","22.83588","17.46542","","2.65980005264282","1.91881000995636","3.40143990516663","461579.4","26.80693","123735.3","1342801","37.3135","21.1496","","",""
"IDA & IBRD total","IBT","1961","","","","","","","","","","","","","","","","","","","","","","","","","40.0570690168199","56.1364576238322","","","","","","","","","","","","","","","","","","","","","","","",""
"IDA & IBRD total","IBT","1972","","","","","","","","","","","","","","","","","","","","","","","","","40.3165627395811","55.5776923937629","","","","16.33902","","35.84949","","30.14214","","41.30497","","","6.05204010009766","5.37866020202637","6.69881010055542","8248771","51.47115","4245738","11900000","42.78369","36.88582","","",""
"India","IND","1973","","","","","","","","","","","","","","","","","","","","","","","","","40.4937762056492","56.0724718568334","","","","21.23763","12.96239","24.8048801422119","","14.8807096481323","","33.9289703369141","","","4.98321008682251","2.21497988700867","7.52125978469849","1074676","23.8465404510498","256273","224607","36.78202","15.9139604568481","","",""
"Iran, Islamic Rep.","IRN","1973","","","","","","","","","","","","","","","","","40.77267","31.65645","17.7235","2.87667989730835","","","","","43.6283822919825","53.1021503568904","","","","27.97946","11.65935","36.8301200866699","","26.4370403289795","","46.5641288757324","","","3.77148008346558","2.34418988227844","5.09838008880615","57391","34.1569213867188","19603","91781","29.02017","11.3852396011353","","",""
"Iraq","IRQ","1986","","","","","","","","","","","","","","","","","","","","","","","","","46.0288595140518","49.9651094717822","73.07652","64.3893","80.06724","27.69508","19.24076","50.5119285583496","","36.4286613464355","","63.9825401306152","","","11.409049987793","8.30764961242676","14.508150100708","42998","52.8071098327637","22706","152206","31.38115","23.6901798248291","","",""
"Jamaica","JAM","1982","","","","","","","","","","","","","","","","","","","","","","","","","38.6107874597649","54.5278835768291","","","","","","63.0241508483887","","","","","","","","","","","","","","","","","",""
"Jordan","JOR","1995","","","","","","","","","","","","","","","","","","","","","","","","","40.8011779875668","56.2791535905674","","","","","","","","","","","","","17.9945201873779","","","","","","31485","34.11783","","","",""
"Japan","JPN","1964","","","","","","","","","","","","","","","","","","","","","","","","","26.6305075481979","67.3141533565794","","","","","","","","","","","","","","","","","","","","","","","",""
"Lower middle income","LMC","1999","36.959098815918","41.7934112548828","32.4186401367188","","","","","","","","","","","","","","","","","3.61807990074158","","","","","36.370776714382","59.2715725582058","84.02686","82.90272","84.89463","24.57848","","44.11375","40.01806","39.40897","36.36152","48.52454","43.44949","33.146","9.97488021850586","8.77488994598389","11.1121196746826","5241114","43.34109","2271556","6943603","41.05017","37.78733","","",""
"Luxembourg","LUX","2006","4.49885988235474","3.83508992195129","5.13349008560181","","87.0134582519531","","","","","","","","","","","","","","","","","","20.22111","","18.4117609157879","67.2547840467344","","","","10.09245","","95.9055709838867","83.49789","97.7089233398438","85.59362","94.166748046875","81.47715","18.6333103179932","10.3311996459961","11.0037202835083","9.69927024841309","3667","46.5230407714844","1706","11553","48.03081","","","",""
"Macao SAR, China","MAC","1970","","","","","","","","","","","","","","","","","","","","","","","","","38.2478858136267","57.0939990414064","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","MEA","2006","16.5530490875244","20.1871795654297","13.080060005188","","","","","","","","","","","","","","","","","4.28998994827271","13.4257698059082","","","","32.1398220921713","63.3267406142041","91.70724","91.46217","91.9986","16.96247","","73.15188","65.81262","71.04663","63.09084","75.16765","68.43767","6.3078","25.2129898071289","25.5428600311279","24.8955402374268","2134157","46.79698","998720.9","4274745","41.42187","30.71965","","",""
"Middle East & North Africa","MEA","2020","","","","","","","","","","","","","","","","","","","","","","","","","29.8042142130002","64.7547845642636","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle income","MIC","1997","","","","","","","","","","","","","","","","","","","","","","","","","32.676927466232","61.913961604836","86.18356","84.95179","87.21504","18.55531","","55.42024","","51.55247","","59.09064","","","11.1882400512695","10.3945302963257","11.948169708252","16800000","49.74352","8368869","29200000","44.51732","39.96132","","",""
"Mongolia","MNG","2008","10.9366102218628","8.55018997192383","13.277660369873","","","","","","","","","","","","","","","","","","","","","","27.2335782009789","68.9512663484679","","","","","17.34978","","","","","","","","48.4425086975098","59.3831481933594","37.6458511352539","","","","","","56.572021484375","","",""
"Mauritius","MUS","2008","","","","","","","","","","","","","","","","","28.39471","48.64084","10.20813","3.06307005882263","14.0394401550293","9.05857","14.28882","15.15406","23.1342524825259","69.7677327312546","84.74182","88.4575","81.13477","16.05079","","88.0479278564453","","89.5882720947266","","86.5400390625","","59.213809967041","27.3184604644775","30.2376708984375","24.4546508789063","8053","57.2457504272461","4610","","","","","",""
"North America","NAC","1988","0.393240004777908","0.406459987163544","0.380760014057159","","","","","","","","","","","","","","","","30.8411","6.17614984512329","13.5385398864746","","","","21.5398218985946","66.1566397956966","","","","16.56282","","94.48746","87.0869","95.29414","88.5379","93.72959","85.72971","","66.1814880371094","72.2628707885742","60.506160736084","1342586","","","107.109","23.45291","33.25853","","",""
"Namibia","NAM","2005","9.30362033843994","7.20991992950439","11.4446296691895","","","","","","","","","","","","","","","","","","","13.2024","","","39.4366771224566","56.7987741962111","89.80429","92.59978","86.74859","25.1194","","63.5129699707031","49.94275","66.6728820800781","54.63246","60.2780609130859","45.14172","4.69805002212524","6.78221988677979","6.23924016952515","7.34308004379272","5896","49.7964706420898","2936","","","","96.5569915771484","",""
"Niger","NER","1991","88.1843719482422","92.0830001831055","84.1521987915039","","","","","","","","","","","","","","60.62532","33.14483","0","2.29205989837646","","","","","48.4551864669337","49.2195853770207","44.65345","41.73508","46.19124","27.66054","","6.58344984054565","5.78795","3.71007990837097","3.33299","9.73268032073975","8.47859","","","","","2775","17.6576595306396","490","2421","30.35936","","","",""
"Norway","NOR","2005","0.386359989643097","","","88.4812164306641","88.3947372436523","90.6198272705078","89.3433685302734","","","","","","","28.2283992767334","26.9092102050781","27.5838298797607","25.02401","35.66889","32.36272","6.86506986618042","16.5483798980713","18.49543","28.10482","48.03716","19.6121677830153","65.5727831405304","99.67831","100","99.37706","","","113.759490966797","96.75623","114.313041687012","97.21807","113.233963012695","96.31776","6.61718988418579","78.5233535766602","95.142692565918","62.447380065918","","","","131927","44.30935","","","",""
"Nepal","NPL","2009","","","","","","","","","","","","","","","","","62.97432","23.50926","11.98227","4.6637601852417","19.8729305267334","16.37681","12.27842","51.51713","36.9302065371983","58.2173772905981","","","","36.90163","","51.7906112670898","","48.7890014648438","","54.7160606384277","","","11.1570100784302","8.57948970794678","13.907130241394","64529","20.8960304260254","13484","","","","","",""
"Nepal","NPL","2020","","","","","","","","","","","","","","","","","","","","","","","","","28.8097138162835","65.3621391883421","","","","","","","","","","","","","","","","","","","","","","","",""
"Peru","PER","1985","","","","","","","","","","","","","","","","","","","","","","","","","40.6971784372043","55.5619588292485","","","","20.82346","17.32376","60.8764991760254","","57.8800315856934","","63.7764511108398","","","22.0539894104004","","","68541","","","0","","","","",""
"Palau","PLW","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West Bank and Gaza","PSE","1983","","","","","","","","","","","","","","","","","","","","","","","","","49.20323406771","48.6175620440432","","","","","","","","","","","","","","","","","","","","","","","",""
"Pacific island small states","PSS","1988","","","","","","","","","","","","","","","","","","","","","","","","","41.3666914530229","55.4865570573972","77.67732","78.0137","77.41757","21.03189","","62.87932","","62.91379","","62.84707","","","5.00544023513794","4.66238021850586","5.33098983764648","6860.793","","","7390.07","39.31953","32.93108","","",""
"Post-demographic dividend","PST","2009","2.38665008544922","2.43180990219116","2.34385991096497","91.185188293457","92.008415222168","91.0282287597656","91.697940826416","","","","","","","","","","24.07469","40.63982","23.73705","5.08582019805908","12.3939099311829","21.314905","27.61234","29.20305","16.8702478464514","67.1427909203679","98.06525","97.64727","98.27107","12.58006","","101.386","88.44542","101.3996","89.15075","101.3731","87.77857","14.97238","74.4132919311523","82.3857192993164","66.8329772949219","6782779","59.51978","4037095","12700000","42.76518","39.91788","","",""
"French Polynesia","PYF","1966","","","","","","","","","","","","","","","","","","","","","","","","","46.0006617312544","51.280036395219","","","","","","","","","","","","","","","","","","","","","","","",""
